,year,course_name,section,id,enrollments
6295,2018-2019,Microwaves,EE,445,4
6296,2018-2019,Mobile networks,COM,405,24
6297,2018-2019,Modelling and optimization of energy systems,ME,454,36
6298,2018-2019,"Modelling problem solving, computing and visualisation I",MSE,443,20
6299,2018-2019,"Modelling problem solving, computing and visualisation II",MSE,443,8
6300,2018-2019,Modern digital communications: a hands-on approach,COM,430,5
6301,2018-2019,Modern regression methods,MATH,408,1
6302,2018-2019,Modèles stochastiques pour les communications,COM,300,112
6303,2018-2019,Modélisation des systèmes énergétiques,CIVIL,447,14
6304,2018-2019,Modélisation et simulation par éléments finis,ME,373,90
6305,2018-2019,Molecular endocrinology,BIO,450,8
6308,2018-2019,Multivariable control,ME,422,53
6309,2018-2019,Multivariable control and coordination systems,EE,477,18
6310,2018-2019,Multivariate statistics,MATH,444,4
6311,2018-2019,Mécanique des structures (pour GM),ME,232,214
6312,2018-2019,Mécanique vibratoire,ME,332,120
6313,2018-2019,Méthodologie des plans d'expériences,PHYS,442,9
6314,2018-2019,Nanobiotechnology and biophysics,CH,413,21
6315,2018-2019,Nanoelectronics,EE,535,53
6316,2018-2019,Nanomaterials,MSE,477,12
6317,2018-2019,Nanomaterials for chemical engineering application,ChE,430,2
6318,2018-2019,Nanotechnology,MICRO,530,24
6319,2018-2019,Negotiation techniques,MGT,466,9
6320,2018-2019,Network analytics,MGT,416,19
6321,2018-2019,Networked control systems,ME,427,73
6322,2018-2019,Neuroengineering of vision,BIOENG,457,2
6323,2018-2019,Neuroscience: from molecular mechanisms to disease,BIO,480,44
6324,2018-2019,Neutronics,PHYS,443,11
6325,2018-2019,New tools & research strategies in personalized health,BIO,491,20
6326,2018-2019,"Nonlinear dynamics, chaos and complex systems",PHYS,460,7
6327,2018-2019,Nonlinear optics,PHYS,501,8
6330,2018-2019,Nuclear fusion and plasma physics,PHYS,445,22
6331,2018-2019,Nuclear magnetic resonance,CH,409,1
6332,2018-2019,Numerical analysis and computational mathematics,MATH,456,9
6333,2018-2019,Numerical approximation of PDE's I,MATH,451,10
6334,2018-2019,Numerical flow simulation,ME,474,56
6335,2018-2019,Numerical methods for conservation laws,MATH,459,7
6336,2018-2019,Numerical methods in biomechanics,ME,484,28
6337,2018-2019,Nutrition: from molecules to health,BIO,441,15
6338,2018-2019,Operations: economics & strategy,MGT,528,13
6339,2018-2019,Optical communications,EE,540,8
6340,2018-2019,Optical detectors,MICRO,523,68
6341,2018-2019,Optical waves propagation,MICRO,567,11
6342,2018-2019,Optics laboratories I,MICRO,423,5
6343,2018-2019,Optics laboratories II,MICRO,424,5
6344,2018-2019,Optimal decision making,MGT,483,31
6345,2018-2019,Optimization for machine learning,CS,439,50
6346,2018-2019,Optimization methods,FIN,414,38
6347,2018-2019,Optique III,PHYS,449,3
6348,2018-2019,Organic and printed electronics,MICRO,505,14
6349,2018-2019,"Organic electronic materials - synthesis, applications, properties",MSE,486,22
6350,2018-2019,Organic semiconductors,MSE,478,5
6351,2018-2019,Ouvrages hydrauliques et aménagements hydroélectriques,CIVIL,412,46
6352,2018-2019,Parabolic and hyperbolic PDE's,MATH,469,3
6353,2018-2019,Particle detection,PHYS,440,5
6354,2018-2019,Particle-based methods,ME,476,16
6355,2018-2019,Particules élémentaires I,PHYS,415,2
6356,2018-2019,Particules élémentaires II,PHYS,416,2
6357,2018-2019,Performance evaluation,COM,503,10
6358,2018-2019,Pharmaceutical biotechnology,ChE,436,9
6359,2018-2019,Pharmacological chemistry,CH,414,7
6360,2018-2019,Pharmacology and pharmacokinetics,BIO,478,17
6361,2018-2019,Photochemistry II,CH,443,5
6362,2018-2019,Photonic systems and technology,EE,440,5
6363,2018-2019,Physical and computational organic chemistry,CH,431,7
6364,2018-2019,Physical chemistry of polymeric materials,MSE,431,30
6365,2018-2019,Physical models for micro and nanosystems,EE,536,49
6366,2018-2019,Physics and hydrology of snow,ENV,525,19
6367,2018-2019,"Physics of atoms, nuclei and elementary particles",PHYS,411,9
6368,2018-2019,Physics of materials,PHYS,307,3
6369,2018-2019,Physics of novel electronic materials,PHYS,328,2
6370,2018-2019,Physics of photonic semiconductor devices,PHYS,434,13
6371,2018-2019,Physiologie par systèmes I,BIO,376,84
6372,2018-2019,Planification intégrée des infrastructures d'énergie,CIVIL,442,5
6373,2018-2019,Plasma physics III,PHYS,424,3
6374,2018-2019,Political Economy of Design,AR,485,23
6375,2018-2019,Polymer chemistry and macromolecular engineering,MSE,437,38
6376,2018-2019,Polymer morphological characterization techniques,MSE,451,9
6377,2018-2019,Ponts en béton,CIVIL,430,46
6378,2018-2019,Powder technology,MSE,462,4
6379,2018-2019,Power system restructuring and deregulation,EE,570,16
6380,2018-2019,Power systems dynamics,EE,470,14
6381,2018-2019,Practical business law,MGT,455,13
6382,2018-2019,Principles and applications of systems biology,ChE,411,23
6383,2018-2019,Principles of computer systems,CS,522,15
6384,2018-2019,Principles of finance,MGT,482,23
6385,2018-2019,Principles of microeconomics,MGT,454,46
6386,2018-2019,Probabilistic methods,MATH,467,22
6387,2018-2019,Probability theory,MATH,432,5
6388,2018-2019,Process development I,ChE,451,14
6389,2018-2019,Process development II,ChE,452,12
6390,2018-2019,Process development project,ChE,459,13
6391,2018-2019,Process intensification and green chemistry,ChE,408,8
6392,2018-2019,Production management,ME,419,80
6393,2018-2019,Products design & systems engineering,MICRO,406,40
6394,2018-2019,Programming concepts in scientific computing,MATH,458,23
6395,2018-2019,Projets métaphoriques d'Archizoom à Koolhaas,AR,423,88
6396,2018-2019,Properties of semiconductors and related nanostructures,MSE,484,20
6397,2018-2019,Protein mass spectrometry and proteomics,CH,419,10
6398,2018-2019,Quantitative risk management,FIN,417,25
6399,2018-2019,Quantitative risk management,MATH,471,25
6400,2018-2019,Quantitative systems modeling techniques,MGT,430,9
6401,2018-2019,Quantum electrodynamics and quantum optics,PHYS,453,12
6402,2018-2019,Quantum field theory I,PHYS,431,15
6403,2018-2019,Quantum field theory II,PHYS,432,9
6404,2018-2019,Quantum optics and quantum information,PHYS,454,12
6405,2018-2019,Quantum physics III,PHYS,425,20
6406,2018-2019,Quantum physics IV,PHYS,426,21
6407,2018-2019,Radiation and reactor experiments,PHYS,451,7
6408,2018-2019,"Radiation biology, protection and applications",PHYS,450,10
6409,2018-2019,Radiation detection,PHYS,452,3
6411,2018-2019,Reactor technology,PHYS,447,10
6412,2018-2019,Real options and financial structuring,FIN,410,24
6413,2018-2019,Real-time embedded systems,CS,476,16
6414,2018-2019,Real-time networks,COM,413,10
6415,2018-2019,Recycling of materials,MSE,463,46
6416,2018-2019,Relativity and cosmology I,PHYS,427,11
6417,2018-2019,Relativity and cosmology II,PHYS,428,14
6418,2018-2019,Renewable energy (for ME),ME,460,75
6419,2018-2019,Riemann surfaces,MATH,410,6
6420,2018-2019,Risk management,ENG,430,18
6421,2018-2019,"Risk, rare events and extremes",MATH,447,11
6422,2018-2019,Risques hydrologiques et aménagements,ENV,524,13
6423,2018-2019,Robotics practicals,MICRO,453,16
6424,2018-2019,Robotique industrielle et appliquée,MICRO,451,39
6425,2018-2019,Safety of chemical processes,ENG,431,11
6427,2018-2019,Sanitary engineering in developing countries,ENV,402,27
6428,2018-2019,Scaling laws & simulations in micro & nanosystems,MICRO,470,18
6429,2018-2019,"Science, technologie et société I",HUM,428,2
6430,2018-2019,Scientific literature analysis in bioengineering,BIO,467,10
6431,2018-2019,Scientific literature analysis in computational molecular biology,BIO,468,1
6432,2018-2019,Scientific literature analysis in neuroscience,BIOENG,451,1
6433,2018-2019,Scientific project design in cell and developmental biology,BIO,464,15
6434,2018-2019,Scientific project design in drug discovery,BIO,494,5
6435,2018-2019,Scientific project design in integrative neurosciences,BIO,493,9
6436,2018-2019,Scientific project design in translational neurosciences,BIO,487,17
6437,2018-2019,Scientific project design in translational oncology,BIO,488,8
6438,2018-2019,Seismic engineering,CIVIL,522,28
6439,2018-2019,Selected topics in advanced optics,MICRO,420,25
6440,2018-2019,Selected topics in life sciences,BIOENG,430,8
6441,2018-2019,Selected topics in mechanics of solids and structures,CIVIL,527,19
6442,2018-2019,Selected topics in nuclear and particle physics,PHYS,400,11
6443,2018-2019,Semiconductor devices I,EE,557,13
6444,2018-2019,Semiconductor devices II,EE,567,3
6445,2018-2019,Semiconductor physics and light-matter interaction,PHYS,433,6
6446,2018-2019,Seminar in physiology and instrumentation,MICRO,568,8
6447,2018-2019,Seminar series on advances in materials (autumn),MSE,470,34
6448,2018-2019,Seminar series on advances in materials (spring),MSE,470,16
6449,2018-2019,Sensor orientation,ENV,548,6
6450,2018-2019,Sensorimotor neuroprosthetics,BIOENG,486,15
6451,2018-2019,Sensors in medical instrumentation,EE,511,38
6452,2018-2019,Set theory,MATH,318,3
6453,2018-2019,Signal processing for communications,COM,303,101
6454,2018-2019,Signal processing for functional brain imaging,MICRO,513,13
6455,2018-2019,Single cell biology,BIOENG,420,10
6456,2018-2019,Slope stability,CIVIL,530,21
6457,2018-2019,Smart grids technologies,EE,472,11
6458,2018-2019,Social media,EE,593,38
6459,2018-2019,Sociologie urbaine,AR,489,18
6460,2018-2019,Soft matter,MSE,425,55
6461,2018-2019,Software engineering,CS,305,106
6462,2018-2019,Software security,CS,412,32
6463,2018-2019,Solid state physics III,PHYS,419,13
6464,2018-2019,Solid state physics IV,PHYS,420,3
6465,2018-2019,Solid waste engineering,ENV,500,26
6466,2018-2019,Space mission design and operations,EE,585,39
6467,2018-2019,Spacecraft design and system engineering,EE,584,1
6468,2018-2019,Spatial decision support systems,ENV,443,7
6469,2018-2019,Spatial statistics and analysis,ENG,440,50
6470,2018-2019,Statistical machine learning,MATH,412,5
6471,2018-2019,Statistical mechanics,MSE,421,23
6472,2018-2019,Statistical physics III,PHYS,435,7
6473,2018-2019,Statistical physics IV,PHYS,436,10
6474,2018-2019,Statistical physics of biomacromolecules,PHYS,441,10
6475,2018-2019,Statistical signal and data processing through applications,COM,500,7
6476,2018-2019,Statistical theory,MATH,442,7
6477,2018-2019,Statistics for data science,MATH,413,46
6478,2018-2019,Statistics for genomic data analysis,MATH,474,2
6479,2018-2019,Statistiques multivariables avec R,ENV,521,20
6480,2018-2019,Stem cell biology and technology,BIO,447,47
6481,2018-2019,Stochastic calculus,FIN,415,39
6482,2018-2019,Stochastic simulation,MATH,414,13
6483,2018-2019,Strategic marketing & technology commercialization,MGT,401,10
6484,2018-2019,Structural mechanics (for SV),ME,231,20
6485,2018-2019,Structural stability,CIVIL,369,20
6486,2018-2019,Structure and reactivity,CH,432,12
6487,2018-2019,Structure et architecture,CIVIL,434,56
6488,2018-2019,Structures complexes,AR,535,37
6489,2018-2019,"Structures en métal, chapitres choisis",CIVIL,526,40
6490,2018-2019,"Structures existantes, bases",CIVIL,436,59
6491,2018-2019,"Structures existantes, chapitres choisis",CIVIL,437,40
6492,2018-2019,Student seminar: security protocols and applications,COM,506,2
6493,2018-2019,Sublinear algorithms for big data analysis,CS,448,18
6494,2018-2019,Superstudio,AR,597,130
6495,2018-2019,Supply chain management,MGT,526,15
6496,2018-2019,Supramolecular chemistry,CH,424,11
6497,2018-2019,Surface analysis,MSE,351,11
6498,2018-2019,Sustainability assessment of urban systems,ENV,461,31
6499,2018-2019,System identification,ME,421,49
6500,2018-2019,Systems and architectures for signal processing,EE,555,6
6501,2018-2019,Systems for data science,CS,449,7
6502,2018-2019,Systèmes de management environnementaux,ENV,469,20
6503,2018-2019,Systèmes de transports,CIVIL,453,17
6504,2018-2019,Systèmes mécatroniques,ME,424,19
6505,2018-2019,TCP/IP networking,COM,407,76
6506,2018-2019,TNT: Automorphic forms and L-functions,MATH,464,4
6507,2018-2019,TP de bioprocédés environnementaux,ENV,506,4
6508,2018-2019,Techniques d'assemblage,MICRO,440,8
6509,2018-2019,Technological Innovation,AR,487,11
6510,2018-2019,Technologie des microstructures I,MICRO,331,113
6511,2018-2019,Technology & innovation strategy,MGT,414,9
6512,2018-2019,Technology policy and the energy transition,MGT,408,10
6513,2018-2019,Test of VLSI systems,EE,530,53
6514,2018-2019,Thermodynamics of comfort in buildings,CIVIL,450,7
6515,2018-2019,Thermodynamics of energy conversion and storage,ChE,414,9
6516,2018-2019,Thin film fabrication processes,MSE,465,8
6517,2018-2019,Théorie de l'architecture VII,AR,421,129
6518,2018-2019,Théorie du calcul stochastique,MATH,431,2
6519,2018-2019,Théorie et critique du projet MA1 (Dedobbeleer),AR,401,18
6520,2018-2019,Théorie et critique du projet MA1 (Floris),AR,401,25
6521,2018-2019,Théorie et critique du projet MA1 (Geers),AR,401,19
6522,2018-2019,Théorie et critique du projet MA1 (Gugger),AR,401,24
6523,2018-2019,Théorie et critique du projet MA1 (Huang),AR,401,12
6524,2018-2019,Théorie et critique du projet MA1 (Linazasoro et Sanchez),AR,401,23
6525,2018-2019,Théorie et critique du projet MA1 (Tombesi),AR,401,14
6526,2018-2019,Théorie et critique du projet MA1 (Vigano),AR,401,40
6527,2018-2019,Théorie et critique du projet MA1 (Weinand),AR,401,10
6528,2018-2019,Théorie et critique du projet MA2 (Floris),AR,402,27
6529,2018-2019,Théorie et critique du projet MA2 (Geers),AR,402,30
6530,2018-2019,Théorie et critique du projet MA2 (Gugger),AR,402,25
6531,2018-2019,Théorie et critique du projet MA2 (Huang),AR,402,21
6532,2018-2019,Théorie et critique du projet MA2 (Linazasoro et Sanchez),AR,402,29
6533,2018-2019,Théorie et critique du projet MA2 (Tombesi),AR,402,9
6534,2018-2019,Théorie et critique du projet MA2 (Vigano),AR,402,32
6535,2018-2019,Théorie et critique du projet MA2 (Weinand),AR,402,9
6536,2018-2019,Théories et techniques du projet de sauvegarde,AR,434,29
6537,2018-2019,Time series,MATH,342,52
6538,2018-2019,Tissue engineering,BIOENG,449,24
6539,2018-2019,Total synthesis of natural products,CH,438,14
6540,2018-2019,Transducteurs et entraînements intégrés,EE,461,18
6541,2018-2019,Travaux souterrains,CIVIL,404,17
6542,2018-2019,Tribology,MSE,485,31
6543,2018-2019,Turbomachines thermiques,ME,455,23
6544,2018-2019,Turbulence,ME,467,66
6545,2018-2019,Two-phase flows and heat transfer,ME,446,31
6546,2018-2019,UE A : Site-specific consolidations on architecture,AR,404,18
6547,2018-2019,UE B : Critique architecturale,AR,432,24
6548,2018-2019,UE D : Territoire et société,AR,466,1
6549,2018-2019,UE F : Architecture et réhabilitation,AR,439,20
6550,2018-2019,UE J : Territoire et paysage,AR,471,18
6551,2018-2019,UE K : Architecture et durabilité : études de performances,AR,440,6
6552,2018-2019,UE L : Art and architecture: constructing the view I,AR,415,23
6553,2018-2019,UE N : Art et architecture: constructing the view II,AR,416,22
6554,2018-2019,UE O : Béton. Matière de construction,AR,447,17
6555,2018-2019,UE P : Béton. Construction et préfabrication,AR,448,18
6556,2018-2019,UE R : Introduction au BIM (Building Information Modeling),AR,435,10
6557,2018-2019,UE U : Cartography,AR,476,29
6558,2018-2019,UE X : Experience design,AR,480,2
6559,2018-2019,UE génie civil: construction durable,CIVIL,474,19
6560,2018-2019,Understanding statistics and experimental design,BIO,449,54
6561,2018-2019,Urban hydraulic systems,CIVIL,413,7
6562,2018-2019,Urbanisme en Asie,AR,456,40
6563,2018-2019,Urbanisme et territoires,AR,455,17
6564,2018-2019,Value chain management in practice,MGT,417,14
6565,2018-2019,Venture capital,FIN,522,24
6566,2018-2019,Ville africaine: introduction à la planification,AR,462,29
6567,2018-2019,Ville et mobilité,AR,458,16
6568,2018-2019,Villes et transports,CIVIL,451,27
6569,2018-2019,Virtual reality,CS,444,26
6570,2018-2019,"Visionnaires éclectiques. Architectures, 2000-2018",AR,499,62
6571,2018-2019,Visions et Utopies,AR,407,62
6572,2018-2019,Voies de circulation,CIVIL,406,27
6573,2018-2019,Water and wastewater treatment,ENV,405,38
6574,2018-2019,Water quality modeling,ENG,400,21
6575,2018-2019,Water resources engineering,ENV,424,46
6576,2018-2019,Wave propagation along transmission lines,EE,575,5
6577,2018-2019,Why care? Une introduction à l'art contemporain,AR,424,63
6578,2018-2019,Wireless receivers: algorithms and architectures,EE,442,32
6579,2018-2019,"Wood structures, properties and uses",MSE,466,13
6580,2019-2020,A history of abstraction in architecture,AR,437,136
6581,2019-2020,A network tour of data science,EE,558,49
6582,2019-2020,Accounting for finance,FIN,411,21
6583,2019-2020,Adaptation and learning,EE,566,10
6584,2019-2020,Advanced MEMS & microsystems,MICRO,534,26
6585,2019-2020,Advanced additive manufacturing technologies,MICRO,413,27
6586,2019-2020,Advanced algorithms,CS,450,94
6587,2019-2020,Advanced bioengineering methods laboratory,BIOENG,444,13
6588,2019-2020,Advanced compiler construction,CS,420,36
6589,2019-2020,Advanced composites in engineering structures,CIVIL,443,19
6590,2019-2020,Advanced computer architecture,CS,470,50
6591,2019-2020,Advanced computer graphics,CS,440,34
6592,2019-2020,Advanced control systems,ME,524,38
6593,2019-2020,Advanced cryptography,COM,501,5
6594,2019-2020,Advanced derivatives,FIN,503,38
6595,2019-2020,Advanced design of concrete structures,CIVIL,414,28
6596,2019-2020,Advanced diffusional processes,ChE,402,14
6597,2019-2020,Advanced energetics,ME,451,27
6598,2019-2020,Advanced heat transfer,ME,465,24
6599,2019-2020,Advanced machine learning,MICRO,570,15
6600,2019-2020,Advanced materials for photovoltaics and lighting,CH,447,5
6601,2019-2020,Advanced metallurgy,MSE,422,34
6602,2019-2020,Advanced multiprocessor architecture,CS,471,10
6603,2019-2020,Advanced numerical analysis,MATH,351,25
6604,2019-2020,Advanced probability and applications,COM,417,44
6605,2019-2020,Advanced satellite positioning,ENV,542,8
6606,2019-2020,Advanced solid mechanics,ME,437,16
6607,2019-2020,Advanced steel design,CIVIL,435,32
6609,2019-2020,Advanced topics on privacy enhancing technologies,CS,523,17
6610,2019-2020,Aerial robotics,MICRO,502,8
6611,2019-2020,Aerodynamics,ME,445,74
6612,2019-2020,Air pollution and climate change,ENV,400,60
6613,2019-2020,Algebraic K-theory,MATH,419,2
6614,2019-2020,Algebraic K-theory,MATH,488,2
6615,2019-2020,Algorithms,CS,250,268
6616,2019-2020,Aménagement du territoire,AR,454,24
6617,2019-2020,Analog circuits for biochip,EE,518,25
6618,2019-2020,Analyse de produits et systèmes,MICRO,443,6
6619,2019-2020,"Analyse du cycle de vie, écobilan",ENV,370,31
6620,2019-2020,Analyse et gestion de risques,CIVIL,438,15
6621,2019-2020,Analyse et management des risques industriels,ENV,508,22
6622,2019-2020,Analysis and modelling of locomotion,BIOENG,404,25
6623,2019-2020,Analysis of ancient materials and their degradation,CH,406,1
6624,2019-2020,Analysis on groups,MATH,416,3
6625,2019-2020,Apparent realities - Constructing the view,AR,495,93
6626,2019-2020,Applied biostatistics,MATH,493,134
6627,2019-2020,Applied corporate & industry analysis,MGT,410,12
6628,2019-2020,Applied data analysis,CS,401,218
6629,2019-2020,Applied machine learning,MICRO,455,51
6630,2019-2020,Applied mechanical design,ME,403,24
6631,2019-2020,Applied probability & stochastic processes,COM,419,54
6632,2019-2020,Applied probability & stochastic processes,MGT,484,54
6633,2019-2020,Applied wastewater engineering,ENV,509,30
6634,2019-2020,Apprentissage et intelligence artificielle,EE,311,46
6635,2019-2020,Architecture des systems-on-chip,CS,209,129
6636,2019-2020,Architecture et construction de la ville I,AR,451,32
6637,2019-2020,Architecture et construction de la ville II,AR,452,40
6638,2019-2020,Architecture et énergie solaire,AR,449,26
6639,2019-2020,Art et histoire des jardins,AR,453,58
6640,2019-2020,Artificial neural networks,CS,456,101
6641,2019-2020,Artificial photosynthesis,CH,426,5
6642,2019-2020,Assembly techniques,MSE,464,14
6643,2019-2020,Astrophysics III : stellar and galactic dynamics,PHYS,401,9
6644,2019-2020,Astrophysics IV : observational cosmology,PHYS,402,9
6645,2019-2020,Atomistic and quantum simulations of materials,MSE,468,10
6646,2019-2020,Atoms and radiation,CH,360,3
6647,2019-2020,Audio,EE,548,17
6648,2019-2020,Audio and acoustic signal processing,COM,415,3
6649,2019-2020,Automatic speech processing,EE,554,26
6650,2019-2020,Aéroélasticité et interaction fluide-structure,ME,435,48
6651,2019-2020,Barrages et ouvrages hydrauliques annexes,CIVIL,411,19
6652,2019-2020,Bases de la robotique,MICRO,450,144
6653,2019-2020,Basics of mobile robotics,MICRO,452,28
6654,2019-2020,Bayesian computation,MATH,435,3
6655,2019-2020,Behind/Beyond future cities,AR,496,33
6657,2019-2020,Bio-ingénierie des cours d'eau et milieux naturels,ENV,420,22
6658,2019-2020,Bio-nano-chip design,EE,517,6
6659,2019-2020,BioMEMS,MICRO,560,39
6660,2019-2020,Bioelectronics and biomedical microelectronics,EE,519,6
6661,2019-2020,Bioimage informatics,BIO,410,13
6662,2019-2020,Biological modeling of neural networks,BIO,465,44
6663,2019-2020,Biomaterials,BIOENG,442,24
6664,2019-2020,Biomechanics of the cardiovascular system,ME,481,65
6665,2019-2020,Biomechanics of the musculoskeletal system,ME,482,62
6666,2019-2020,Biomedical optics,BIOENG,445,18
6667,2019-2020,Biomedical signal processing,EE,512,37
6668,2019-2020,Biomicroscopy I,MICRO,561,81
6669,2019-2020,Biomicroscopy II,MICRO,562,19
6670,2019-2020,Biomineralization: from nature to application,ENV,406,28
6671,2019-2020,Biomolecular structure and mechanics,BIO,315,6
6672,2019-2020,Biophysics : physics of biological systems,PHYS,302,6
6673,2019-2020,Bioprocesses and downstream processing,ChE,437,3
6674,2019-2020,Building design in the circular economy,AR,497,15
6675,2019-2020,Building energetics,ENG,445,90
6676,2019-2020,Business design for IT services,CS,490,21
6677,2019-2020,Calculus of variations,MATH,437,3
6678,2019-2020,Cancer biology I,BIO,471,32
6679,2019-2020,Cancer biology II,BIO,472,11
6680,2019-2020,Capteurs,MICRO,330,111
6681,2019-2020,Caractères architecturaux et urbanismes de l'Islam,AR,457,74
6682,2019-2020,Catalysis for emission control and energy processes,ChE,410,9
6683,2019-2020,Catalysis for energy storage,CH,421,11
6684,2019-2020,Catalytic asymmetric reactions in organic chemistry,CH,435,7
6685,2019-2020,Cavitation et phénomènes d'interface,ME,462,22
6686,2019-2020,Cellular and molecular biology I,BIO,205,104
6687,2019-2020,Cellular biology and biochemistry for engineers,BIO,105,9
6688,2019-2020,Cellular signalling,CH,411,7
6689,2019-2020,Cementitious materials (advanced),MSE,420,12
6690,2019-2020,Chemical biology,CH,412,1
6691,2019-2020,Chemical biology of cell imaging,CH,416,4
6692,2019-2020,Chemical engineering lab & project,ChE,409,13
6693,2019-2020,Chemical engineering product design,ChE,413,9
6694,2019-2020,Chemistry of f elements,CH,427,5
6695,2019-2020,Chemistry of food processes,ENG,435,10
6696,2019-2020,Chemistry of small biological molecules,CH,415,6
6697,2019-2020,Chimie des denrées alimentaires,ENG,433,30
6698,2019-2020,Circuits intégrés I,EE,320,25
6699,2019-2020,Combinatorial statistics,MATH,455,6
6700,2019-2020,Comfort and architecture: sustainable strategies,AR,442,31
6701,2019-2020,Commande embarquée de moteurs,MICRO,510,5
6702,2019-2020,Commande non linéaire,ME,523,44
6703,2019-2020,Complex manifolds,MATH,473,2
6704,2019-2020,Composants semiconducteurs,MICRO,312,100
6705,2019-2020,Composites polymères + TP,MSE,340,51
6706,2019-2020,Composites technology,MSE,440,29
6707,2019-2020,Computational Social Media,EE,727,7
6708,2019-2020,Computational cell biology,BIOENG,455,17
6709,2019-2020,Computational finance,FIN,472,8
6710,2019-2020,Computational finance,MATH,472,8
6711,2019-2020,Computational geomechanics,CIVIL,423,5
6712,2019-2020,Computational linear algebra,MATH,453,5
6713,2019-2020,Computational methods in molecular quantum mechanics,CH,452,6
6714,2019-2020,Computational motor control,CS,432,27
6715,2019-2020,Computational multi-scale modeling of solids,ME,414,14
6717,2019-2020,Computational photography,CS,413,22
6718,2019-2020,Computational physics III,PHYS,332,73
6719,2019-2020,Computer simulation of physical systems I,PHYS,403,12
6720,2019-2020,Computer vision,CS,442,99
6721,2019-2020,Conception de mécanismes spatiaux : introduction,EE,580,2
6722,2019-2020,Conception des constructions en bois,CIVIL,433,37
6723,2019-2020,Conception pour X,ME,312,47
6724,2019-2020,Concurrent algorithms,CS,453,45
6725,2019-2020,Continuous improvement of manufacturing systems,ME,498,23
6726,2019-2020,Controlling behavior in animals and robots,BIOENG,456,11
6727,2019-2020,Convex optimization,MGT,418,45
6728,2019-2020,Corporate strategy,MGT,400,15
6729,2019-2020,Critique du projet urbain contemporain,AR,493,89
6730,2019-2020,Cryptography and security,COM,401,47
6731,2019-2020,Cultural data sculpting,DH,404,4
6732,2019-2020,"D. Thinking: real problems, human-focused solutions",MGT,409,6
6733,2019-2020,Data science for business,MGT,432,6
6734,2019-2020,Data science in practice,MGT,415,29
6735,2019-2020,Data visualization,COM,480,89
6736,2019-2020,Database systems,CS,422,108
6737,2019-2020,De la structure à l'ornement,AR,521,132
6738,2019-2020,Decentralized systems engineering,CS,438,68
6739,2019-2020,Decision-aid methodologies in transportation,CIVIL,557,12
6741,2019-2020,Deep Learning for Optical Imaging,MICRO,723,13
6742,2019-2020,Deep Learning for autonomous vehicles,CIVIL,459,8
6743,2019-2020,Deep learning,EE,559,145
6744,2019-2020,Derivatives,FIN,404,20
6745,2019-2020,Design de SIG et Web-SIG,ENV,547,7
6746,2019-2020,Design research for digital innovation,DH,411,2
6747,2019-2020,Design technologies for integrated systems,CS,472,51
6748,2019-2020,Development engineering,ENV,470,30
6749,2019-2020,Dielectric properties of materials,MSE,480,10
6750,2019-2020,Differential geometry of framed curves,MATH,423,1
6751,2019-2020,Digital 3D geometry processing,CS,446,35
6752,2019-2020,Digital education & learning analytics,CS,411,46
6753,2019-2020,Digital musicology,DH,401,3
6754,2019-2020,Discrete optimization,MATH,261,63
6755,2019-2020,Dispersive PDEs,MATH,478,5
6756,2019-2020,Distributed algorithms,CS,451,86
6757,2019-2020,Distributed information systems,CS,423,73
6758,2019-2020,Distributed intelligent systems,ENG,466,24
6759,2019-2020,Droit : contrats et responsabilité professionnelle,ENV,466,32
6760,2019-2020,Droit de la construction pour ingénieurs I,ENG,470,52
6761,2019-2020,Droit de la construction pour ingénieurs II,ENG,471,14
6762,2019-2020,Dynamical system theory for engineers,COM,502,33
6763,2019-2020,Dynamique des structures,CIVIL,420,80
6764,2019-2020,Eco-morphologie fluviale,ENV,418,27
6765,2019-2020,Econometrics,FIN,403,21
6766,2019-2020,Economics of innovation & management in energy,MGT,407,8
6767,2019-2020,Economics of innovation and IP,MGT,404,5
6768,2019-2020,Economie hydraulique,CIVIL,441,51
6769,2019-2020,Economie spatiale et régionale,AR,492,48
6770,2019-2020,Ecrire / Construire. Allers retours,AR,417,10
6771,2019-2020,Electrical filters,EE,539,9
6772,2019-2020,Electrochemical engineering,ChE,407,27
6773,2019-2020,Electrochemistry for materials technology,MSE,441,36
6774,2019-2020,Electromagnetic compatibility,EE,576,8
6775,2019-2020,Electron microscopy: advanced methods,MSE,450,11
6776,2019-2020,Electronic spectroscopy,CH,444,6
6777,2019-2020,Embedded systems,CS,473,34
6778,2019-2020,Energy conversion and renewable energy,ME,409,57
6779,2019-2020,Energy geostructures,CIVIL,444,22
6780,2019-2020,Energy storage systems,EE,466,11
6781,2019-2020,"Energy supply, economics and transition",ENG,410,14
6782,2019-2020,Energy systems engineering,ChE,304,6
6783,2019-2020,Engineering geology for geo-energy,CIVIL,428,13
6784,2019-2020,Engines and fuel cells,ME,551,65
6785,2019-2020,Enterprise and service-oriented architecture,CS,491,13
6786,2019-2020,Entrepreneurship & new venture strategy,MGT,413,8
6787,2019-2020,Environmental transport phenomena,ENG,420,65
6788,2019-2020,"Environnements de travail, risques professionnels",ENV,468,11
6789,2019-2020,Esthétique des ouvrages de génie civil,CIVIL,476,38
6790,2019-2020,Etudes d'impact,ENG,474,52
6791,2019-2020,Experimental methods in engineering mechanics,ME,412,28
6792,2019-2020,Experimental methods in physics,PHYS,405,9
