,year,course_name,section,enrollments
5663,2017-2018,Nanotechnology,MICRO,26
5664,2017-2018,Negotiation techniques,MGT,8
5665,2017-2018,Network analytics,MGT,3
5666,2017-2018,Networked control systems,ME,55
5667,2017-2018,Networks out of control,COM,13
5668,2017-2018,Neurosciences I : molecular neuroscience and neurodegeneration,BIO,17
5669,2017-2018,Neurosciences II : cellular mechanisms of brain function,BIO,17
5670,2017-2018,Neurosciences III : behavioral and cognitive neuroscience,BIO,11
5671,2017-2018,Neutronics,PHYS,15
5672,2017-2018,New tools & research strategies in personalized health,BIO,9
5673,2017-2018,Nonlinear analysis of structures,CIVIL,21
5674,2017-2018,Nonlinear optics,PHYS,9
5675,2017-2018,Nuclear computations lab,ETH,3
5676,2017-2018,Nuclear energy systems,ETH,2
5677,2017-2018,Nuclear fusion and plasma physics,PHYS,22
5678,2017-2018,Number theory in cryptography,MATH,12
5679,2017-2018,Numerical analysis and computational mathematics,MATH,7
5680,2017-2018,Numerical approximation of PDE's I,MATH,25
5681,2017-2018,Numerical flow simulation,ME,51
5682,2017-2018,Numerical methods for conservation laws,MATH,12
5683,2017-2018,Numerical methods in biomechanics,ME,17
5684,2017-2018,Nutrition: from molecules to health,BIO,2
5685,2017-2018,Ondes de crue et de rupture de barrage,CIVIL,9
5686,2017-2018,Operations: economics & strategy,MGT,5
5687,2017-2018,Optical communications,EE,5
5688,2017-2018,Optical detectors,MICRO,80
5689,2017-2018,Optical waves propagation,MICRO,12
5690,2017-2018,Optics laboratories I,MICRO,18
5691,2017-2018,Optimal decision making,MGT,32
5692,2017-2018,Optimization for machine learning,CS,62
5693,2017-2018,Optimization methods,FIN,26
5694,2017-2018,Optique I,PHYS,22
5695,2017-2018,Optique II,PHYS,8
5696,2017-2018,Optique III,PHYS,2
5697,2017-2018,Organic and printed electronics,MICRO,15
5698,2017-2018,"Organic electronic materials - synthesis, applications, properties",MSE,15
5699,2017-2018,Organic semiconductors,MSE,6
5700,2017-2018,"Organisation, économie et droit de la construction I",ENG,36
5701,2017-2018,"Organisation, économie et droit de la construction II",ENG,5
5702,2017-2018,Organizational behavior,MGT,1
5703,2017-2018,Ouvrages hydrauliques et aménagements hydroélectriques,CIVIL,70
5704,2017-2018,Particle detection,PHYS,7
5705,2017-2018,Particle-based methods,ME,20
5706,2017-2018,Particules élémentaires I,PHYS,5
5707,2017-2018,Particules élémentaires II,PHYS,2
5708,2017-2018,Personal interaction studio,CS,5
5709,2017-2018,Pharmaceutical biotechnology,ChE,8
5710,2017-2018,Pharmacological chemistry,CH,4
5711,2017-2018,Pharmacology and pharmacokinetics,BIO,6
5712,2017-2018,Photochemistry II,CH,5
5713,2017-2018,Photomedicine,CH,2
5714,2017-2018,Photonic micro- and nanosystems,MICRO,16
5715,2017-2018,Photonic systems and technology,EE,13
5716,2017-2018,Physical and computational organic chemistry,CH,4
5717,2017-2018,Physical chemistry of polymeric materials,MSE,31
5718,2017-2018,Physical models for micro and nanosystems,EE,46
5719,2017-2018,Physics and hydrology of snow,ENV,20
5720,2017-2018,"Physics of atoms, nuclei and elementary particles",PHYS,10
5721,2017-2018,Physics of materials,PHYS,4
5722,2017-2018,Physics of photonic semiconductor devices,PHYS,9
5723,2017-2018,Physiologie par systèmes I,BIO,108
5724,2017-2018,Physique des nouveaux matériaux,PHYS,5
5725,2017-2018,Physique du solide III,PHYS,11
5726,2017-2018,Physique moléculaire,CH,1
5727,2017-2018,Planification intégrée des infrastructures d'énergie,CIVIL,11
5728,2017-2018,Plasma physics II,PHYS,6
5729,2017-2018,Plasma physics III,PHYS,8
5730,2017-2018,Political Economy of Design,AR,18
5731,2017-2018,Polymer chemistry and macromolecular engineering,MSE,13
5732,2017-2018,Polymer morphological characterization techniques,MSE,6
5733,2017-2018,Ponts en béton,CIVIL,36
5734,2017-2018,Powder technology,MSE,13
5735,2017-2018,Power system restructuring and deregulation,EE,21
5736,2017-2018,Power systems dynamics,EE,23
5737,2017-2018,Practical business law,MGT,13
5738,2017-2018,Presentation skills,MGT,8
5739,2017-2018,Principles and applications of systems biology,ChE,27
5740,2017-2018,Principles of computer systems,CS,8
5741,2017-2018,Principles of finance,MGT,24
5742,2017-2018,Principles of microeconomics,MGT,30
5743,2017-2018,Probability theory,MATH,6
5744,2017-2018,Process development I,ChE,18
5745,2017-2018,Process development II,ChE,18
5746,2017-2018,Process development project,ChE,18
5747,2017-2018,Production management,ME,48
5748,2017-2018,Products design & systems engineering,MICRO,110
5749,2017-2018,Programming concepts in scientific computing,MATH,23
5750,2017-2018,Projets métaphoriques d'Archizoom à Koolhaas,AR,75
5751,2017-2018,Propagation of acoustic waves,EE,2
5752,2017-2018,Properties of semiconductors and related nanostructures,MSE,22
5753,2017-2018,Protein mass spectrometry and proteomics,CH,3
5754,2017-2018,Quantitative systems modeling techniques,MGT,1
5755,2017-2018,Quantum electrodynamics and quantum optics,PHYS,2
5756,2017-2018,Quantum field theory I,PHYS,13
5757,2017-2018,Quantum field theory II,PHYS,8
5758,2017-2018,Quantum optics and quantum information,PHYS,4
5759,2017-2018,Quantum physics III,PHYS,14
5760,2017-2018,Quantum physics IV,PHYS,11
5761,2017-2018,Radiation and reactor experiments,PHYS,9
5762,2017-2018,"Radiation biology, protection and applications",PHYS,12
5763,2017-2018,Radiation detection,PHYS,5
5764,2017-2018,Reactor technology,PHYS,14
5765,2017-2018,Real options and financial structuring,FIN,22
5766,2017-2018,Real-time embedded systems,CS,12
5767,2017-2018,Real-time networks,COM,8
5768,2017-2018,Recycling of materials,MSE,40
5769,2017-2018,Relativity and cosmology I,PHYS,8
5770,2017-2018,Relativity and cosmology II,PHYS,5
5771,2017-2018,Renewable energy (for ME),ME,81
5772,2017-2018,Representation theory of semisimple lie algebras,MATH,2
5773,2017-2018,Riemann surfaces,MATH,3
5774,2017-2018,Risk management,ENG,21
5775,2017-2018,Risques hydrologiques et aménagements,ENV,16
5776,2017-2018,Robotics practicals,MICRO,73
5777,2017-2018,Robotique industrielle et appliquée,MICRO,101
5778,2017-2018,Robust and nonparametric statistics,MATH,6
5779,2017-2018,Safety of chemical processes,ENG,17
5780,2017-2018,Safety of nuclear power plants,ETH,2
5781,2017-2018,Sanitary engineering in developing countries,ENV,17
5782,2017-2018,Scaling laws in micro- and nanosystems,MICRO,22
5783,2017-2018,Scientific literature analysis in bioengineering,BIO,4
5784,2017-2018,Scientific literature analysis in computational molecular biology,BIO,2
5785,2017-2018,Scientific project design in cell and developmental biology,BIO,4
5786,2017-2018,Scientific project design in drug discovery,BIO,5
5787,2017-2018,Scientific project design in integrative neurosciences,BIO,8
5788,2017-2018,Scientific project design in regenerative medicine and diagnostics,BIO,9
5789,2017-2018,Scientific project design in translational neurosciences,BIO,3
5790,2017-2018,Scientific project design in translational oncology,BIO,4
5791,2017-2018,Seismic engineering,CIVIL,54
5792,2017-2018,Selected topics in advanced optics,MICRO,24
5793,2017-2018,Selected topics in nuclear and particle physics,PHYS,6
5794,2017-2018,Semiconductor physics and fundamentals of electronic devices,PHYS,9
5795,2017-2018,Seminar in physiology and instrumentation,MICRO,3
5796,2017-2018,Seminar series on advances in materials (autumn),MSE,37
5797,2017-2018,Seminar series on advances in materials (spring),MSE,8
5798,2017-2018,Sensor orientation,ENV,2
5799,2017-2018,Sensorimotor neuroprosthetics,BIOENG,7
5800,2017-2018,Sensors in medical instrumentation,EE,21
5801,2017-2018,Set theory,MATH,12
5802,2017-2018,Signal processing for communications,COM,74
5803,2017-2018,Signal processing for functional brain imaging,MICRO,17
5804,2017-2018,Slope stability,CIVIL,36
5805,2017-2018,Smart grids technologies,EE,19
5806,2017-2018,Social media,EE,51
5807,2017-2018,Sociologie urbaine,AR,26
5808,2017-2018,Soft matter,MSE,35
5809,2017-2018,Software engineering,CS,75
5810,2017-2018,Solid state physics IV,PHYS,5
5811,2017-2018,Solid waste engineering,ENV,15
5812,2017-2018,Space mission design and operations,EE,66
5813,2017-2018,Spatial statistics and analysis,ENG,45
5814,2017-2018,Statistical mechanics,MSE,32
5815,2017-2018,Statistical physics III,PHYS,16
5816,2017-2018,Statistical physics IV,PHYS,6
5817,2017-2018,Statistical physics of biomacromolecules,PHYS,4
5818,2017-2018,Statistical signal and data processing through applications,COM,11
5819,2017-2018,Statistical theory,MATH,5
5820,2017-2018,Statistics for data science,MATH,21
5821,2017-2018,Statistiques multivariables avec R,ENV,15
5822,2017-2018,Stem cell biology and technology,BIO,40
5823,2017-2018,Stochastic calculus I,FIN,26
5824,2017-2018,Stochastic calculus II,FIN,27
5825,2017-2018,Stochastic simulation,MATH,13
5826,2017-2018,Strategic marketing & technology commercialization,MGT,20
5827,2017-2018,Structural mechanics (for SV),ME,26
5828,2017-2018,Structural stability,CIVIL,6
5829,2017-2018,Structure and reactivity,CH,9
5830,2017-2018,Structure et architecture,CIVIL,65
5831,2017-2018,Structures complexes,AR,39
5832,2017-2018,"Structures en béton, chapitres choisis",CIVIL,69
5833,2017-2018,"Structures en métal, chapitres choisis",CIVIL,38
5834,2017-2018,"Structures existantes, bases",CIVIL,75
5835,2017-2018,"Structures existantes, chapitres choisis",CIVIL,61
5836,2017-2018,Student seminar: security protocols and applications,COM,1
5837,2017-2018,Sublinear algorithms for big data analysis,CS,11
5838,2017-2018,Superstudio,AR,156
5839,2017-2018,Supply chain management,MGT,4
5840,2017-2018,Supramolecular chemistry,CH,9
5841,2017-2018,Surface analysis,MSE,15
5842,2017-2018,Sustainability assessment of urban systems,ENV,24
5843,2017-2018,System identification,ME,56
5844,2017-2018,Systems and architectures for signal processing,EE,6
5845,2017-2018,Systems for data science,CS,7
5846,2017-2018,Systèmes de management environnementaux,ENV,20
5847,2017-2018,Systèmes de transports,CIVIL,27
5848,2017-2018,Systèmes mécatroniques,ME,29
5849,2017-2018,TCP/IP networking,COM,67
5850,2017-2018,TP de bioprocédés environnementaux,ENV,2
5851,2017-2018,Techniques d'assemblage,MICRO,32
5852,2017-2018,Technological Innovation,AR,16
5853,2017-2018,Technologie des microstructures I,MICRO,117
5854,2017-2018,Technology & innovation strategy,MGT,8
5855,2017-2018,Technology policy and the energy transition,MGT,10
5856,2017-2018,Test of VLSI systems,EE,51
5857,2017-2018,Theories of Postmodern Architecture,AR,65
5858,2017-2018,Thermodynamics of energy conversion and storage,ChE,10
5859,2017-2018,Théorie de l'architecture VII,AR,123
5860,2017-2018,Théorie du calcul stochastique,MATH,3
5861,2017-2018,Théorie et critique du projet MA1 (Dreier et Frenzel),AR,19
5862,2017-2018,Théorie et critique du projet MA1 (Geers),AR,18
5863,2017-2018,Théorie et critique du projet MA1 (Gugger),AR,28
5864,2017-2018,Théorie et critique du projet MA1 (Huang),AR,5
5865,2017-2018,Théorie et critique du projet MA1 (Lacaton et Druot),AR,22
5866,2017-2018,Théorie et critique du projet MA1 (Lamunière),AR,15
5867,2017-2018,Théorie et critique du projet MA1 (Tombesi et Pathijara),AR,22
5868,2017-2018,Théorie et critique du projet MA1 (Weinand),AR,8
5869,2017-2018,Théorie et critique du projet MA2 (Geers),AR,27
5870,2017-2018,Théorie et critique du projet MA2 (Gugger),AR,28
5871,2017-2018,Théorie et critique du projet MA2 (Huang),AR,12
5872,2017-2018,Théorie et critique du projet MA2 (Lacaton et Druot),AR,27
5873,2017-2018,Théorie et critique du projet MA2 (Lamunière),AR,21
5874,2017-2018,Théorie et critique du projet MA2 (Tombesi et Vannucci),AR,12
5875,2017-2018,Théorie et critique du projet MA2 (Weinand),AR,6
5876,2017-2018,Théories et techniques du projet de sauvegarde,AR,33
5877,2017-2018,Time series,MATH,49
5878,2017-2018,Tissue engineering,BIOENG,15
5879,2017-2018,Topics in number theory,MATH,2
5880,2017-2018,Total synthesis of natural products,CH,9
5881,2017-2018,Transducteurs et entraînements intégrés,EE,18
5882,2017-2018,Transport et télématique,CIVIL,9
5883,2017-2018,Travaux souterrains,CIVIL,28
5884,2017-2018,Tribology,MSE,26
5885,2017-2018,Turbomachines thermiques,ME,57
5886,2017-2018,Turbulence,ME,56
5887,2017-2018,Two-phase flows and heat transfer,ME,31
5888,2017-2018,UE B : Critique architecturale,AR,19
5889,2017-2018,UE D : Territoire et société,AR,9
5890,2017-2018,UE E : Architecture et structures,AR,8
5891,2017-2018,UE F : Architecture et réhabilitation,AR,21
5892,2017-2018,UE J : Territoire et paysage,AR,16
5893,2017-2018,UE K : Architecture et durabilité : études de performances,AR,13
5894,2017-2018,UE L : Art and architecture: constructing the view I,AR,20
5895,2017-2018,UE N : Art et architecture: constructing the view II,AR,15
5896,2017-2018,UE O : Béton. Matière de construction,AR,18
5897,2017-2018,UE P : Béton. Construction et préfabrication,AR,14
5898,2017-2018,UE U : Cartography,AR,29
5899,2017-2018,UE X : Experience design,AR,2
5900,2017-2018,UE génie civil: construction durable,CIVIL,48
5901,2017-2018,Understanding statistics and experimental design,BIO,26
5902,2017-2018,Unsupervised & reinforcement learning in neural networks,CS,6
5903,2017-2018,Urban hydraulic systems,CIVIL,7
5904,2017-2018,Urbanisme en Asie,AR,39
5905,2017-2018,Urbanisme et territoires,AR,17
5906,2017-2018,Value chain management in practice,MGT,6
5907,2017-2018,Venture capital,FIN,20
5908,2017-2018,Ville africaine: introduction à la planification,AR,44
5909,2017-2018,Ville et mobilité,AR,38
5910,2017-2018,Villes et transports,CIVIL,26
5911,2017-2018,Virtual reality,CS,35
5912,2017-2018,Visions et Utopies,AR,62
5913,2017-2018,Voies de circulation,CIVIL,32
5914,2017-2018,Water and wastewater treatment,ENV,41
5915,2017-2018,Water resources engineering,ENV,51
5916,2017-2018,Wave propagation along transmission lines,EE,9
5917,2017-2018,Wireless receivers: algorithms and architectures,EE,32
5918,2017-2018,"Wood structures, properties and uses",MSE,22
5919,2018-2019,A Political History of Urban Form,AR,119
5920,2018-2019,A network tour of data science,EE,96
5921,2018-2019,Accounting for finance,FIN,38
5922,2018-2019,Adaptation and learning,EE,8
5923,2018-2019,Advanced MEMS & microsystems,MICRO,15
5924,2018-2019,Advanced NMR and imaging,CH,8
5925,2018-2019,Advanced additive manufacturing technologies,MICRO,19
5926,2018-2019,Advanced algorithms,CS,89
5927,2018-2019,Advanced bioengineering methods laboratory,BIOENG,7
5928,2018-2019,Advanced compiler construction,CS,27
5929,2018-2019,Advanced composites in engineering structures,CIVIL,31
5930,2018-2019,Advanced computer architecture,CS,35
5931,2018-2019,Advanced computer graphics,CS,32
5932,2018-2019,Advanced control systems,ME,41
5933,2018-2019,Advanced derivatives,FIN,23
5934,2018-2019,Advanced design of concrete structures,CIVIL,24
5935,2018-2019,Advanced diffusional separation processes,ChE,13
5936,2018-2019,Advanced energetics,ME,29
5937,2018-2019,Advanced heat transfer,ME,18
5938,2018-2019,Advanced materials for photovoltaics and lighting,CH,5
5939,2018-2019,Advanced metallurgy,MSE,49
5940,2018-2019,Advanced numerical analysis,MATH,35
5941,2018-2019,Advanced probability and applications,COM,20
5942,2018-2019,Advanced satellite positioning,ENV,10
5943,2018-2019,Advanced steel design,CIVIL,31
5944,2018-2019,Advanced topics in nuclear reactor materials,ETH,2
5945,2018-2019,Advanced topics on privacy enhancing technologies,CS,4
5946,2018-2019,Aerial robotics,MICRO,17
5947,2018-2019,Aerodynamics,ME,82
5948,2018-2019,Air pollution and climate change,ENV,56
5949,2018-2019,Algebraic curves and cryptography,MATH,3
5950,2018-2019,Algorithms,CS,235
5951,2018-2019,Analog circuits for biochip,EE,23
5952,2018-2019,Analyse de produits et systèmes,MICRO,10
5953,2018-2019,"Analyse du cycle de vie, écobilan",ENV,38
5954,2018-2019,Analyse et gestion de risques,CIVIL,34
5955,2018-2019,Analyse et management des risques industriels,ENV,16
5956,2018-2019,Analyse fonctionnelle II,MATH,4
5957,2018-2019,Analysis and modelling of locomotion,BIOENG,28
5958,2018-2019,Analysis on groups,MATH,5
5959,2018-2019,Apparent realities - Constructing the view,AR,100
5960,2018-2019,Applied biostatistics,MATH,104
5961,2018-2019,Applied corporate & industry analysis,MGT,19
5962,2018-2019,Applied data analysis,CS,187
5963,2018-2019,Applied machine learning,MICRO,76
5964,2018-2019,Applied mechanical design,ME,33
5965,2018-2019,Applied probability & stochastic processes,COM,27
5966,2018-2019,Applied probability & stochastic processes,MGT,27
5967,2018-2019,Architecture autonome,AR,87
5968,2018-2019,Architecture des systems-on-chip,CS,96
5969,2018-2019,Architecture et construction de la ville I,AR,91
5970,2018-2019,Architecture et construction de la ville II,AR,51
5971,2018-2019,Architecture et énergie solaire,AR,23
5972,2018-2019,Artificial neural networks,CS,98
5973,2018-2019,Artificial photosynthesis,CH,6
5974,2018-2019,Assembly techniques,MSE,17
5975,2018-2019,Astrophysics III : stellar and galactic dynamics,PHYS,10
5976,2018-2019,Astrophysics IV : observational cosmology,PHYS,6
5977,2018-2019,Atoms and radiation,CH,4
5978,2018-2019,Audio,EE,15
5979,2018-2019,Audio and acoustic signal processing,COM,9
5980,2018-2019,Automatic speech processing,EE,22
5981,2018-2019,Aéroélasticité et interaction fluide-structure,ME,30
5982,2018-2019,Barrages et ouvrages hydrauliques annexes,CIVIL,30
5983,2018-2019,Bases de la robotique,MICRO,144
5984,2018-2019,Basics of mobile robotics,MICRO,34
5985,2018-2019,Bayesian computation,MATH,10
5986,2018-2019,Behind/Beyond future cities,AR,28
5987,2018-2019,Bio-ingénierie des cours d'eau et milieux naturels,ENV,14
5988,2018-2019,Bio-nano-chip design,EE,6
5989,2018-2019,BioMEMS,MICRO,37
5990,2018-2019,Bioelectronics and biomedical microelectronics,EE,4
5991,2018-2019,Bioimage informatics,BIO,7
5992,2018-2019,Biological modeling of neural networks,BIO,51
5993,2018-2019,Biomaterials,BIOENG,30
5994,2018-2019,Biomaterials (pour MX),MSE,33
5995,2018-2019,Biomechanics of the cardiovascular system,ME,57
5996,2018-2019,Biomechanics of the musculoskeletal system,ME,47
5997,2018-2019,Biomedical optics,BIOENG,16
5998,2018-2019,Biomedical signal processing,EE,24
5999,2018-2019,Biomicroscopy I,MICRO,66
6000,2018-2019,Biomicroscopy II,MICRO,19
6001,2018-2019,Biomineralization: from nature to application,ENV,33
6002,2018-2019,Biomolecular structure and mechanics,BIO,7
6003,2018-2019,Biophysics I,PHYS,30
6004,2018-2019,Biophysics II,PHYS,4
6005,2018-2019,Bioprocesses and downstream processing,ChE,8
6006,2018-2019,Biostatistics,MATH,4
6007,2018-2019,Brain computer interaction,EE,25
6008,2018-2019,Building design in the circular economy,AR,17
6009,2018-2019,Building energetics,ENG,67
6010,2018-2019,Business design for IT services,CS,18
6011,2018-2019,Cancer biology I,BIO,31
6012,2018-2019,Cancer biology II,BIO,10
6013,2018-2019,Capteurs,MICRO,116
6014,2018-2019,Caractères architecturaux et urbanismes de l'Islam,AR,115
6015,2018-2019,Catalysis for emission control and energy processes,ChE,7
6016,2018-2019,Catalysis for energy storage,CH,24
6017,2018-2019,Catalyst design for synthesis,CH,11
6018,2018-2019,Catalytic asymmetric reactions in organic chemistry,CH,5
6019,2018-2019,Cavitation et phénomènes d'interface,ME,41
6020,2018-2019,Cellular and molecular biology I,BIO,137
6021,2018-2019,Cellular biology and biochemistry for engineers,BIO,13
6022,2018-2019,Cellular signalling,CH,5
6023,2018-2019,Cementitious materials (advanced),MSE,15
6024,2018-2019,Chemical engineering lab & project,ChE,12
6025,2018-2019,Chemical engineering of heterogenous reaction,ChE,14
6026,2018-2019,Chemical engineering product design,ChE,11
6027,2018-2019,Chemistry of f elements,CH,4
6028,2018-2019,Chemistry of food processes,ENG,10
6029,2018-2019,Chimie des denrées alimentaires,ENG,13
6030,2018-2019,Circuits intégrés I,EE,28
6031,2018-2019,Cold atoms and quantum simulation,PHYS,8
6032,2018-2019,Combinatorial statistics,MATH,3
6033,2018-2019,Comfort and architecture: sustainable strategies,AR,14
6034,2018-2019,Commande embarquée de moteurs,MICRO,5
6035,2018-2019,Commande non linéaire,ME,46
6036,2018-2019,Composants semiconducteurs,MICRO,111
6037,2018-2019,Composites polymères + TP,MSE,37
6038,2018-2019,Composites technology,MSE,35
6039,2018-2019,Computational Social Media,EE,3
6040,2018-2019,Computational cell biology,BIOENG,15
6041,2018-2019,Computational complexity,CS,16
6042,2018-2019,Computational finance,FIN,12
6043,2018-2019,Computational finance,MATH,12
6044,2018-2019,Computational linear algebra,MATH,13
6045,2018-2019,Computational methods in molecular quantum mechanics,CH,6
6046,2018-2019,Computational motor control,CS,24
6047,2018-2019,Computational multi-scale modeling of solids,ME,16
6048,2018-2019,Computational multiphase thermal fluid dynamics,ETH,2
6049,2018-2019,Computational physics III,PHYS,48
6050,2018-2019,Computer simulation of physical systems I,PHYS,12
6051,2018-2019,Computer vision,CS,94
6052,2018-2019,Conception des constructions en bois,CIVIL,25
6053,2018-2019,Conception mécanique intégrée,ME,23
6054,2018-2019,Conception pour X,ME,27
6055,2018-2019,Concurrent algorithms,CS,41
6056,2018-2019,Continuous improvement of manufacturing systems,ME,29
6057,2018-2019,Controlling behavior in animals and robots,BIOENG,14
6058,2018-2019,Convex optimization,MGT,30
6059,2018-2019,Convex optimization and applications,CS,29
6060,2018-2019,Corporate governance,MGT,13
6061,2018-2019,Corporate strategy,MGT,17
6062,2018-2019,Critique du projet urbain contemporain,AR,80
6063,2018-2019,Cryptography and security,COM,51
6064,2018-2019,Cultural data sculpting,DH,6
6065,2018-2019,"D. Thinking: real problems, human-focused solutions",MGT,8
6066,2018-2019,Data analysis and model classification,EE,67
6067,2018-2019,Data science for business,MGT,13
6068,2018-2019,Data science in practice,MGT,22
6069,2018-2019,Data visualization,COM,84
6070,2018-2019,Database systems,CS,91
6071,2018-2019,De la structure à l'ornement,AR,170
6072,2018-2019,Decentralized systems engineering,CS,68
6073,2018-2019,Decision-aid methodologies in transportation,CIVIL,19
6074,2018-2019,Decommissioning of nuclear power plants,ETH,2
6075,2018-2019,Deep Learning for Optical Imaging,MICRO,8
6076,2018-2019,Deep learning,EE,48
6077,2018-2019,Derivatives,FIN,37
6078,2018-2019,Design technologies for integrated systems,CS,12
6079,2018-2019,Development engineering,ENV,31
6080,2018-2019,Dielectric properties of materials,MSE,13
6081,2018-2019,Difficult Double: Trouble with Classicists,AR,124
6082,2018-2019,Digital 3D geometry processing,CS,23
6083,2018-2019,Digital education & learning analytics,CS,24
6084,2018-2019,Digital musicology,DH,5
6085,2018-2019,Discrete optimization,MATH,68
6086,2018-2019,Dispersive PDEs,MATH,6
6087,2018-2019,Distributed algorithms,CS,100
6088,2018-2019,Distributed information systems,CS,80
6089,2018-2019,Distributed intelligent systems,ENG,23
6090,2018-2019,Droit : contrats et responsabilité professionnelle,ENV,31
6091,2018-2019,Droit de la construction pour ingénieurs I,ENG,56
6092,2018-2019,Droit de la construction pour ingénieurs II,ENG,8
6093,2018-2019,Dynamical system theory for engineers,COM,24
6094,2018-2019,Dynamique des structures,CIVIL,54
6095,2018-2019,Dynamique moléculaire et simulation Monte-Carlo,CH,4
6096,2018-2019,Dynamique numérique des solides et des structures,ME,36
6097,2018-2019,Développements en économie des transports,CIVIL,15
6098,2018-2019,Eco-morphologie fluviale,ENV,13
6099,2018-2019,Econometrics,FIN,38
6100,2018-2019,Economics of innovation & management in energy,MGT,5
6101,2018-2019,Economics of innovation and IP,MGT,7
6102,2018-2019,Economics of innovation in the biomedical industry,MGT,58
6103,2018-2019,Economie des réseaux d'infrastructures,CIVIL,25
6104,2018-2019,Economie hydraulique,CIVIL,30
6105,2018-2019,Economie spatiale et régionale,AR,52
6106,2018-2019,Electrical filters,EE,4
6107,2018-2019,Electrochemical engineering,ChE,6
6108,2018-2019,Electrochemistry for materials technology,MSE,30
6109,2018-2019,Electromagnetic compatibility,EE,5
6110,2018-2019,Electron microscopy: advanced methods,MSE,7
6111,2018-2019,Electronic spectroscopy,CH,8
6112,2018-2019,Embedded systems,CS,21
6113,2018-2019,Energy conversion and renewable energy,ME,47
6114,2018-2019,Energy geostructures,CIVIL,16
6115,2018-2019,Energy storage systems,EE,25
6116,2018-2019,Energy systems engineering,ChE,1
6117,2018-2019,Engineering geology for geo-energy,CIVIL,8
6118,2018-2019,Engines and fuel cells,ME,51
6119,2018-2019,Enterprise and service-oriented architecture,CS,20
6120,2018-2019,Entrepreneurship & new venture strategy,MGT,2
6121,2018-2019,Entrepreneurship laboratory (e-lab),MGT,16
6122,2018-2019,Environmental transport phenomena,ENG,60
6123,2018-2019,"Environnements de travail, risques professionnels",ENV,10
6124,2018-2019,Esthétique des ouvrages de génie civil,CIVIL,34
6125,2018-2019,Etudes d'impact,ENG,28
6126,2018-2019,Evolutionary robotics,MICRO,18
6127,2018-2019,Experimental design and data analysis with R,ENG,13
6128,2018-2019,Experimental methods in engineering mechanics,ME,23
6129,2018-2019,Experimental methods in physics,PHYS,9
6130,2018-2019,Exploitation ferroviaire,CIVIL,27
6131,2018-2019,Exploratory data analysis and geovisualization,ENV,27
6132,2018-2019,Fate and behaviour of environmental contaminants,ENV,21
6133,2018-2019,Financial & managerial accounting,MGT,33
6134,2018-2019,Financial applications of blockchains and distributed ledgers,FIN,8
6135,2018-2019,Financial big data,FIN,15
6136,2018-2019,Financial econometrics,FIN,37
6137,2018-2019,Flexible bioelectronics,MICRO,34
6138,2018-2019,Fluvial biogeosciences,ENV,22
6139,2018-2019,"Foncier, immobilier, logement",AR,56
6140,2018-2019,Food biotechnology,ENG,10
6141,2018-2019,Foundation of digital humanities,DH,10
6142,2018-2019,Foundations and tools for processing tree structured data,CS,13
6143,2018-2019,Foundations of software,CS,33
6144,2018-2019,Fracture mechanics,ME,26
6145,2018-2019,Fracture of materials,MSE,50
6146,2018-2019,Frontiers in nanosciences,PHYS,8
6147,2018-2019,Fundamentals & processes for photovoltaic devices,MICRO,13
6148,2018-2019,Fundamentals of VLSI design,EE,12
6149,2018-2019,Fundamentals of biomedical imaging,PHYS,63
6150,2018-2019,Fundamentals of biophotonics,BIO,6
6151,2018-2019,Fundamentals of biosensors and electronic biochips,EE,29
6152,2018-2019,Fundamentals of computer aided manufacturing,ME,80
6153,2018-2019,Fundamentals of neuroengineering,BIOENG,35
6154,2018-2019,Fundamentals of solid-state materials,MSE,46
6155,2018-2019,Fundamentals of traffic operations and control,CIVIL,33
6156,2018-2019,Genomics and bioinformatics,BIO,28
6157,2018-2019,Geomechanics,CIVIL,52
6158,2018-2019,Geomonitoring,ENV,29
6159,2018-2019,Geophysics for engineers,CIVIL,14
6160,2018-2019,Gestion de la maintenance des infrastructures,CIVIL,11
6161,2018-2019,Gestion foncière et droit foncier,ENV,13
6162,2018-2019,Global business environment,FIN,44
6163,2018-2019,Graph theory,MATH,48
6164,2018-2019,Groundwater and soil remediation,ENV,13
6165,2018-2019,Géologie de la construction et de l'environnement,CIVIL,46
6166,2018-2019,Gödel and recursivity,MATH,8
6167,2018-2019,HF and VHF circuits and techniques I,EE,57
6168,2018-2019,HF and VHF circuits and techniques II,EE,5
6169,2018-2019,Habitat et développement urbain,AR,31
6170,2018-2019,Haptic human robot interfaces,MICRO,8
6171,2018-2019,Hardware systems modeling,EE,46
6172,2018-2019,Hardware systems modeling I,EE,9
6173,2018-2019,Hardware systems modeling II,EE,4
6174,2018-2019,Harmonic analysis,MATH,8
6175,2018-2019,Heat and mass transfer,ME,119
6176,2018-2019,Histoire de l'habitation,AR,71
6177,2018-2019,Histoire du béton,AR,28
6178,2018-2019,Human computer interaction,CS,24
6179,2018-2019,Hydraulic turbomachines,ME,41
6180,2018-2019,Hydraulique fluviale et aménagement de cours d'eau,CIVIL,23
6181,2018-2019,Hydrodynamics,ME,60
6182,2018-2019,Hydrodynamique acoustique,ME,20
6183,2018-2019,Hydrologie urbaine,ENV,27
6184,2018-2019,Hydropower plants: generating and pumping units,EE,9
6185,2018-2019,Image analysis and pattern recognition,EE,52
6186,2018-2019,Image and video processing,EE,15
