,course_name,year,semester,nr_students
13259,Product design: managing projects and innovations,2016-2017,Master semestre 1,86
13260,Production et contrôle de l'eau potable,2004-2005,Master semestre 2,39
13261,Production management,2009-2010,Master semestre 1,23
13262,Production management,2011-2012,Master semestre 1,31
13263,Production management,2012-2013,Master semestre 1,27
13264,Production management,2012-2013,Master semestre 3,2
13265,Production management,2013-2014,Master semestre 1,30
13266,Production management,2014-2015,Master semestre 1,35
13267,Production management,2015-2016,Master semestre 1,43
13268,Production management,2016-2017,Master semestre 1,48
13269,Production management,2017-2018,Master semestre 1,48
13270,Production management,2018-2019,Master semestre 1,80
13271,Production management,2019-2020,Master semestre 1,49
13272,Products design & systems engineering,2017-2018,Master semestre 1,110
13273,Products design & systems engineering,2018-2019,Master semestre 1,40
13274,Products design & systems engineering,2019-2020,Master semestre 1,50
13275,Program parallelization on PC clusters,2009-2010,Master semestre 1,22
13276,Program parallelization on PC clusters,2010-2011,Master semestre 1,44
13277,Program parallelization on PC clusters,2011-2012,Master semestre 1,21
13278,Program parallelization on PC clusters,2012-2013,Master semestre 1,24
13279,Program parallelization on PC clusters,2013-2014,Master semestre 1,28
13280,Program parallelization on PC clusters,2014-2015,Master semestre 1,9
13281,Program parallelization on PC clusters,2015-2016,Master semestre 1,19
13282,Programmation,2004-2005,Bachelor semestre 3,47
13283,Programmation,2005-2006,Bachelor semestre 3,46
13284,Programmation,2006-2007,Bachelor semestre 2,77
13285,Programmation,2006-2007,Bachelor semestre 4,55
13286,Programmation,2007-2008,Bachelor semestre 2,61
13287,Programmation,2008-2009,Bachelor semestre 2,67
13288,Programmation,2009-2010,Bachelor semestre 2,91
13289,Programmation,2010-2011,Bachelor semestre 2,90
13290,Programmation,2013-2014,Bachelor semestre 1,156
13291,Programmation,2013-2014,Bachelor semestre 2,329
13292,Programmation,2014-2015,Bachelor semestre 1,165
13293,Programmation,2014-2015,Bachelor semestre 2,247
13294,Programmation,2015-2016,Bachelor semestre 1,179
13295,Programmation,2015-2016,Bachelor semestre 2,322
13296,Programmation,2016-2017,Bachelor semestre 1,187
13297,Programmation,2016-2017,Bachelor semestre 2,198
13298,Programmation,2017-2018,Bachelor semestre 1,206
13299,Programmation,2017-2018,Bachelor semestre 2,248
13300,Programmation II,2004-2005,Bachelor semestre 2,88
13301,Programmation II,2005-2006,Bachelor semestre 2,73
13302,Programmation II,2006-2007,Bachelor semestre 2,27
13303,Programmation II,2007-2008,Bachelor semestre 2,25
13304,Programmation II,2008-2009,Bachelor semestre 2,26
13305,Programmation II,2009-2010,Bachelor semestre 2,35
13306,Programmation II,2010-2011,Bachelor semestre 2,47
13307,Programmation II,2011-2012,Bachelor semestre 2,49
13308,Programmation II,2012-2013,Bachelor semestre 2,65
13309,Programmation II,2013-2014,Bachelor semestre 2,692
13310,Programmation II,2014-2015,Bachelor semestre 2,633
13311,Programmation II,2015-2016,Bachelor semestre 2,719
13312,Programmation II,2016-2017,Bachelor semestre 2,420
13313,Programmation II,2017-2018,Bachelor semestre 2,566
13314,Programmation II,2017-2018,Semestre printemps,1
13315,Programmation III,2004-2005,Bachelor semestre 3,153
13316,Programmation III,2005-2006,Bachelor semestre 3,109
13317,Programmation III,2006-2007,Bachelor semestre 3,82
13318,Programmation Internet,2004-2005,Bachelor semestre 4,116
13319,Programmation Internet,2005-2006,Bachelor semestre 4,52
13320,Programmation Internet,2006-2007,Bachelor semestre 4,37
13321,Programmation Internet,2008-2009,Bachelor semestre 6,20
13322,Programmation Internet,2009-2010,Bachelor semestre 6,45
13323,Programmation V,2004-2005,Master semestre 1,42
13324,Programmation avancée,2007-2008,Bachelor semestre 3,52
13325,Programmation avancée,2008-2009,Bachelor semestre 3,62
13326,Programmation avancée,2009-2010,Bachelor semestre 3,72
13327,Programmation avancée,2010-2011,Bachelor semestre 3,92
13328,Programmation avancée,2011-2012,Bachelor semestre 3,138
13329,Programmation avancée,2012-2013,Bachelor semestre 3,125
13330,Programmation bio-mathématique,2004-2005,Bachelor semestre 4,60
13331,Programmation bio-mathématique,2005-2006,Bachelor semestre 4,75
13332,Programmation bio-mathématique,2006-2007,Bachelor semestre 4,70
13333,Programmation bio-mathématique,2007-2008,Bachelor semestre 4,56
13334,Programmation bio-mathématique,2008-2009,Bachelor semestre 4,73
13335,Programmation et conception orientées objets,2014-2015,Bachelor semestre 3,19
13336,Programmation et conception orientées objets,2015-2016,Bachelor semestre 3,26
13337,Programmation et conception orientées objets,2015-2016,Semestre automne,1
13338,Programmation et conception orientées objets,2016-2017,Bachelor semestre 3,38
13339,Programmation et conception orientées objets,2017-2018,Bachelor semestre 3,24
13340,Programmation et conception orientées objets,2017-2018,Semestre automne,2
13341,Programmation et conception orientées objets,2018-2019,Bachelor semestre 3,40
13342,Programmation et conception orientées objets,2019-2020,Bachelor semestre 3,56
13343,Programmation orientée objet,2018-2019,Bachelor semestre 2,346
13344,Programmation orientée objet,2018-2019,Semestre printemps,2
13345,Programmation orientée objet,2019-2020,Bachelor semestre 2,372
13346,Programmation orientée système,2007-2008,Bachelor semestre 3,79
13347,Programmation orientée système,2008-2009,Bachelor semestre 4,74
13348,Programmation orientée système,2009-2010,Bachelor semestre 4,89
13349,Programmation orientée système,2010-2011,Bachelor semestre 4,95
13350,Programmation orientée système,2011-2012,Bachelor semestre 4,111
13351,Programmation orientée système,2012-2013,Bachelor semestre 4,121
13352,Programmation orientée système,2013-2014,Bachelor semestre 4,160
13353,Programmation orientée système,2014-2015,Bachelor semestre 4,158
13354,Programmation orientée système,2015-2016,Bachelor semestre 4,167
13355,Programmation orientée système,2015-2016,Semestre printemps,3
13356,Programmation orientée système,2016-2017,Bachelor semestre 4,168
13357,Programmation orientée système,2016-2017,Semestre printemps,2
13358,Programmation orientée système,2017-2018,Bachelor semestre 4,199
13359,Programmation orientée système,2018-2019,Bachelor semestre 4,176
13360,Programmation orientée système,2018-2019,Semestre printemps,8
13361,Programmation orientée système,2019-2020,Bachelor semestre 4,216
13362,Programmation orientée système,2019-2020,Semestre printemps,2
13363,Programming Massively Parallel Graphics Processors,2010-2011,edoc,11
13364,Programming concepts in scientific computing,2012-2013,Master semestre 1,13
13365,Programming concepts in scientific computing,2013-2014,Master semestre 1,12
13366,Programming concepts in scientific computing,2014-2015,Master semestre 1,8
13367,Programming concepts in scientific computing,2015-2016,Master semestre 1,14
13368,Programming concepts in scientific computing,2016-2017,Master semestre 1,19
13369,Programming concepts in scientific computing,2017-2018,Master semestre 1,23
13370,Programming concepts in scientific computing,2018-2019,Master semestre 1,23
13371,Programming concepts in scientific computing,2019-2020,Master semestre 1,16
13372,Project in BioImaging,2012-2013,Master semestre 2,2
13373,Project in biomechanical engineering,2013-2014,Master semestre 4,1
13374,Project in biophotonics and bioimaging,2013-2014,Master semestre 4,2
13375,Project in chemical engineering or in biotechnology,2005-2006,Master semestre 2,14
13376,Project in communication for SV,2011-2012,Master semestre 2,4
13377,Project in drug discovery,2012-2013,Master semestre 2,3
13378,Project in drug discovery,2013-2014,Master semestre 4,2
13379,Project in genomics and bioinformatics,2011-2012,Master semestre 2,1
13380,Project in integrative neurosciences,2012-2013,Master semestre 2,2
13381,Project in integrative neurosciences,2013-2014,Master semestre 4,7
13382,Project in regenerative medicine,2013-2014,Master semestre 4,1
13383,Project in systems bioengineering,2013-2014,Master semestre 4,2
13384,Project in translational bioengineering,2012-2013,Master semestre 2,16
13385,Project in translational biomedical research,2010-2011,Master semestre 2,13
13386,Project in translational biomedical research,2011-2012,Master semestre 2,5
13387,Project in translational infectiology,2013-2014,Master semestre 4,1
13388,Project in translational oncology,2012-2013,Master semestre 2,4
13389,Project in translational oncology,2013-2014,Master semestre 4,1
13390,"Projet ""business plan"" (hiver)",2004-2005,Bachelor semestre 5,1
13391,"Projet ""business plan"" (hiver)",2005-2006,Bachelor semestre 5,2
13392,"Projet ""business plan"" (été)",2004-2005,Bachelor semestre 6,6
13393,"Projet ""business plan"" (été)",2005-2006,Bachelor semestre 6,2
13394,Projet Génie mécanique IV hiver (uniquement pour les masters à 120 crédits),2005-2006,Master semestre 1,3
13395,Projet de chimie computationnelle,2008-2009,Bachelor semestre 6,20
13396,Projet de chimie computationnelle,2009-2010,Bachelor semestre 6,8
13397,Projet de chimie computationnelle,2010-2011,Bachelor semestre 6,14
13398,Projet de chimie computationnelle,2011-2012,Bachelor semestre 6,15
13399,Projet de chimie computationnelle,2012-2013,Bachelor semestre 6,10
13400,Projet de chimie computationnelle,2013-2014,Bachelor semestre 6,5
13401,Projet de chimie computationnelle,2014-2015,Bachelor semestre 6,6
13402,Projet de chimie computationnelle,2015-2016,Bachelor semestre 6,1
13403,Projet de chimie computationnelle,2018-2019,Bachelor semestre 6,1
13404,Projet de conception,2004-2005,Bachelor semestre 5,38
13405,Projet de conception,2005-2006,Bachelor semestre 5,52
13406,Projet de conception,2006-2007,Bachelor semestre 5,61
13407,Projet de conception,2007-2008,Bachelor semestre 5,43
13408,Projet de conception,2008-2009,Bachelor semestre 5,44
13409,Projet de conception,2009-2010,Bachelor semestre 5,49
13410,Projet de conception,2010-2011,Bachelor semestre 5,74
13411,Projet de conception,2011-2012,Bachelor semestre 5,60
13412,Projet de conception,2012-2013,Bachelor semestre 6,84
13413,Projet de conception,2013-2014,Bachelor semestre 5,47
13414,Projet de conception,2014-2015,Bachelor semestre 5,102
13415,Projet de construction de dispositifs électroniques,2004-2005,Bachelor semestre 5,8
13416,Projet de construction de dispositifs électroniques,2005-2006,Bachelor semestre 5,19
13417,Projet de construction de dispositifs électroniques,2006-2007,Bachelor semestre 5,27
13418,Projet de construction de dispositifs électroniques,2007-2008,Bachelor semestre 5,27
13419,Projet de construction de dispositifs électroniques,2008-2009,Bachelor semestre 5,35
13420,Projet de construction de dispositifs électroniques,2009-2010,Bachelor semestre 5,20
13421,Projet de construction de dispositifs électroniques,2010-2011,Bachelor semestre 5,22
13422,Projet de construction de dispositifs électroniques,2011-2012,Bachelor semestre 5,27
13423,Projet de génie logiciel I,2004-2005,Bachelor semestre 5,75
13424,Projet de génie logiciel I,2005-2006,Bachelor semestre 5,85
13425,Projet de génie logiciel I,2006-2007,Bachelor semestre 5,50
13426,Projet de génie logiciel I,2007-2008,Bachelor semestre 5,33
13427,Projet de génie logiciel II,2004-2005,Bachelor semestre 6,73
13428,Projet de génie logiciel II,2005-2006,Bachelor semestre 6,84
13429,Projet de génie logiciel II,2006-2007,Bachelor semestre 6,49
13430,Projet de génie logiciel II,2007-2008,Bachelor semestre 6,33
13431,Projet de systems-on-chip,2015-2016,Bachelor semestre 6,8
13432,Projet de systems-on-chip,2016-2017,Bachelor semestre 6,6
13433,Projet de systems-on-chip,2017-2018,Bachelor semestre 6,6
13434,Projet de systems-on-chip,2018-2019,Bachelor semestre 6,14
13435,Projet de systems-on-chip,2019-2020,Bachelor semestre 6,11
13436,"Projet en matériaux, par équipe",2005-2006,Master semestre 1,21
13437,Projet interdisciplinaire à option A (hiver),2005-2006,Master semestre 1,4
13438,Projet interdisciplinaire à option A (hiver),2006-2007,Master semestre 1,2
13439,Projet interdisciplinaire à option B (printemps),2007-2008,Master semestre 2,1
13440,Projet interdisciplinaire à option B (été),2005-2006,Master semestre 2,3
13441,Projet pratique obligatoire Russie III,2019-2020,Semestre automne,1
13442,Projet programmation système,2015-2016,Bachelor semestre 4,157
13443,Projet programmation système,2015-2016,Semestre printemps,3
13444,Projet programmation système,2016-2017,Bachelor semestre 4,118
13445,Projet programmation système,2016-2017,Semestre printemps,2
13446,Projet programmation système,2017-2018,Bachelor semestre 4,113
13447,Projet programmation système,2018-2019,Bachelor semestre 4,98
13448,Projet programmation système,2019-2020,Bachelor semestre 4,126
13449,Projets en informatique (pour SV),2010-2011,Bachelor semestre 3,70
13450,Projets en informatique (pour SV),2011-2012,Bachelor semestre 3,89
13451,Projets en informatique (pour SV),2012-2013,Bachelor semestre 3,86
13452,Projets en informatique (pour SV),2013-2014,Bachelor semestre 3,84
13453,Projets en informatique (pour SV),2014-2015,Bachelor semestre 3,121
13454,Projets en informatique (pour SV),2015-2016,Bachelor semestre 3,68
13455,Projets en informatique (pour SV),2016-2017,Bachelor semestre 3,118
13456,Projets en informatique (pour SV),2017-2018,Bachelor semestre 3,96
13457,Projets en informatique (pour SV),2018-2019,Bachelor semestre 3,128
13458,Projets en informatique (pour SV),2019-2020,Bachelor semestre 3,100
13459,Projets métaphoriques d'Archizoom à Koolhaas,2015-2016,Master semestre 2,57
13460,Projets métaphoriques d'Archizoom à Koolhaas,2016-2017,Master semestre 2,66
13461,Projets métaphoriques d'Archizoom à Koolhaas,2017-2018,Master semestre 4,75
13462,Projets métaphoriques d'Archizoom à Koolhaas,2018-2019,Master semestre 2,88
13463,Projets métaphoriques d'Archizoom à Koolhaas,2019-2020,Master semestre 2,77
13464,Propagation d'ondes acoustiques,2004-2005,Master semestre 1,8
13465,Propagation d'ondes acoustiques,2005-2006,Master semestre 1,12
13466,Propagation d'ondes acoustiques,2006-2007,Master semestre 1,11
13467,Propagation d'ondes acoustiques,2007-2008,Master semestre 1,11
13468,Propagation d'ondes acoustiques,2008-2009,Master semestre 1,11
13469,Propagation d'ondes acoustiques,2009-2010,Master semestre 1,4
13470,Propagation d'ondes acoustiques,2010-2011,Master semestre 1,7
13471,Propagation d'ondes acoustiques,2011-2012,Master semestre 1,10
13472,Propagation d'ondes acoustiques,2012-2013,Master semestre 1,12
13473,Propagation d'ondes électromagnétiques,2004-2005,Master semestre 2,2
13474,Propagation d'ondes électromagnétiques,2005-2006,Master semestre 2,10
13475,Propagation d'ondes électromagnétiques,2006-2007,Master semestre 2,6
13476,Propagation d'ondes électromagnétiques,2007-2008,Master semestre 2,8
13477,Propagation d'ondes électromagnétiques,2008-2009,Master semestre 2,7
13478,Propagation d'ondes électromagnétiques,2009-2010,Master semestre 2,13
13479,Propagation d'ondes électromagnétiques,2010-2011,Master semestre 2,8
13480,Propagation d'ondes électromagnétiques,2011-2012,Master semestre 2,6
13481,Propagation of acoustic waves,2013-2014,Master semestre 1,5
13482,Propagation of acoustic waves,2014-2015,Master semestre 1,5
13483,Propagation of acoustic waves,2015-2016,Master semestre 1,4
13484,Propagation of acoustic waves,2016-2017,Master semestre 1,3
13485,Propagation of acoustic waves,2017-2018,Master semestre 1,2
13486,Propagation of electromagnetic waves,2013-2014,Master semestre 2,4
13487,Propagation of electromagnetic waves,2014-2015,Master semestre 2,7
13488,Propagation of electromagnetic waves,2015-2016,Master semestre 2,2
13489,Properties of semiconductors and related nanostructures,2015-2016,Master semestre 2,20
13490,Properties of semiconductors and related nanostructures,2016-2017,Master semestre 2,13
13491,Properties of semiconductors and related nanostructures,2017-2018,Master semestre 2,22
13492,Properties of semiconductors and related nanostructures,2018-2019,Master semestre 2,20
13493,Properties of semiconductors and related nanostructures,2019-2020,Master semestre 2,23
13494,Propriétés acoustiques des matériaux,2004-2005,Master semestre 2,1
13495,Propriétés acoustiques des matériaux,2005-2006,Master semestre 2,8
13496,Propriétés fonctionnelles des matériaux,2010-2011,Bachelor semestre 4,23
13497,Propriétés fonctionnelles des matériaux,2011-2012,Bachelor semestre 4,40
13498,Propriétés fonctionnelles des matériaux,2012-2013,Bachelor semestre 4,47
13499,Propriétés fonctionnelles des matériaux,2013-2014,Bachelor semestre 4,49
13500,Propriétés fonctionnelles des matériaux,2015-2016,Bachelor semestre 5,20
13501,Propriétés fonctionnelles des matériaux,2016-2017,Bachelor semestre 5,10
13502,Propriétés fonctionnelles des matériaux,2017-2018,Bachelor semestre 5,22
13503,Propriétés fonctionnelles des matériaux,2018-2019,Bachelor semestre 5,13
13504,Propriétés fonctionnelles des matériaux,2019-2020,Bachelor semestre 5,19
13505,Protein mass spectrometry and proteomics,2017-2018,Master semestre 2,3
13506,Protein mass spectrometry and proteomics,2018-2019,Master semestre 2,10
13507,Protein mass spectrometry and proteomics,2019-2020,Master semestre 2,3
13508,Proteomics,2011-2012,Master semestre 1,5
13509,Proteomics,2012-2013,Master semestre 1,5
13510,Prototypage,2017-2018,Bachelor semestre 6,1
13511,Prototypage,2017-2018,Semestre printemps,13
13512,Prototypage,2019-2020,Semestre printemps,5
13513,Psychologie cognitive A,2004-2005,Bachelor semestre 1,7
13514,Psychologie cognitive A,2004-2005,Bachelor semestre 2,11
13515,Psychologie cognitive A,2005-2006,Bachelor semestre 1,5
13516,Psychologie cognitive A,2005-2006,Bachelor semestre 2,5
13517,Psychologie cognitive A,2006-2007,Bachelor semestre 1,3
13518,Psychologie cognitive A,2006-2007,Bachelor semestre 2,7
13519,Psychologie cognitive A,2007-2008,Bachelor semestre 1,9
13520,Psychologie cognitive A,2007-2008,Bachelor semestre 2,6
13521,Psychologie cognitive A,2008-2009,Bachelor semestre 1,12
13522,Psychologie cognitive A,2008-2009,Bachelor semestre 2,11
13523,Psychologie cognitive A,2008-2009,Bachelor semestre 5,1
13524,Psychologie cognitive A,2013-2014,Bachelor semestre 3,1
13525,Psychologie sociale A,2004-2005,Bachelor semestre 1,21
13526,Psychologie sociale A,2004-2005,Bachelor semestre 2,19
13527,Psychologie sociale A,2005-2006,Bachelor semestre 1,15
13528,Psychologie sociale A,2005-2006,Bachelor semestre 2,32
13529,Psychologie sociale A,2006-2007,Bachelor semestre 1,23
13530,Psychologie sociale A,2006-2007,Bachelor semestre 2,39
13531,Psychologie sociale A,2007-2008,Bachelor semestre 1,19
13532,Psychologie sociale A,2007-2008,Bachelor semestre 2,28
13533,Psychologie sociale A,2008-2009,Bachelor semestre 1,31
13534,Psychologie sociale A,2008-2009,Bachelor semestre 2,17
13535,Public transportation systems,2019-2020,Master semestre 2,18
13536,Python Bootcamp,2017-2018,edoc,11
13537,Python Bootcamp,2018-2019,edoc,11
13538,Python Bootcamp,2019-2020,edoc,13
13539,Périphériques,2004-2005,Bachelor semestre 6,15
13540,Périphériques,2004-2005,Master semestre 2,6
13541,Périphériques,2005-2006,Master semestre 3,14
13542,Périphériques,2006-2007,Master semestre 2,16
13543,Périphériques,2007-2008,Master semestre 2,16
13544,Périphériques,2008-2009,Master semestre 2,1
13545,Quadratic forms over fields,2008-2009,Master semestre 2,9
13546,Quadratic forms over fields,2010-2011,Master semestre 2,1
13547,Quadratic forms over fields,2012-2013,Master semestre 2,1
13548,Quality assurance and quality management systems,2015-2016,Master semestre 2,4
13549,Quality assurance and quality management systems,2015-2016,Semestre printemps,1
13550,Quality assurance and quality management systems,2016-2017,Master semestre 2,3
13551,Qualité de l'environnement intérieur,2007-2008,Master semestre 1,23
13552,Qualité de l'environnement intérieur,2008-2009,Master semestre 1,23
13553,Qualité de l'environnement intérieur,2009-2010,Master semestre 1,35
13554,Qualité de l'environnement intérieur,2010-2011,Master semestre 1,80
13555,Qualité de l'environnement intérieur I,2005-2006,Master semestre 1,7
13556,Qualité de l'environnement intérieur I,2006-2007,Master semestre 1,23
13557,Qualité de l'environnement intérieur II,2005-2006,Master semestre 2,8
13558,Qualité de l'environnement intérieur II,2006-2007,Master semestre 2,17
13559,Qualité de l'environnement intérieur dans le bâtiment I,2004-2005,Master semestre 1,20
13560,Qualité de l'environnement intérieur dans le bâtiment II,2004-2005,Master semestre 2,12
13561,Qualité de l'environnement intérieur et architecture: stratégies durables,2013-2014,Master semestre 1,11
13562,Qualité de l'environnement intérieur et énergie dans le bâtiment,2011-2012,Master semestre 1,96
13563,Qualité de l'environnement intérieur et énergie dans le bâtiment,2012-2013,Master semestre 1,56
13564,Quantification of user experience,2017-2018,Master semestre 1,1
13565,Quantification of user experience,2018-2019,Master semestre 1,6
13566,Quantitative methods II,2008-2009,Bachelor semestre 6,23
13567,Quantitative methods II,2009-2010,Bachelor semestre 6,29
13568,Quantitative methods II,2010-2011,Bachelor semestre 6,48
13569,Quantitative methods II,2011-2012,Bachelor semestre 6,44
13570,Quantitative methods II,2012-2013,Bachelor semestre 6,37
13571,Quantitative methods II,2013-2014,Bachelor semestre 6,42
13572,Quantitative methods II,2014-2015,Bachelor semestre 6,41
13573,Quantitative methods II,2015-2016,Bachelor semestre 6,30
13574,Quantitative methods II,2016-2017,Bachelor semestre 6,27
13575,Quantitative methods II,2017-2018,Bachelor semestre 6,25
13576,Quantitative methods II,2018-2019,Bachelor semestre 6,43
13577,Quantitative methods II,2019-2020,Bachelor semestre 6,36
13578,Quantitative methods in finance,2009-2010,Master semestre 1,18
13579,Quantitative methods in finance,2010-2011,Master semestre 1,25
13580,Quantitative methods in finance,2011-2012,Master semestre 1,24
13581,Quantitative methods in finance,2012-2013,Master semestre 1,29
13582,Quantitative methods in finance,2013-2014,Master semestre 1,43
13583,Quantitative methods in finance,2014-2015,Master semestre 1,31
13584,Quantitative methods in finance,2015-2016,Master semestre 1,27
13585,Quantitative methods in finance,2016-2017,Master semestre 1,26
13586,Quantitative risk management,2008-2009,Master semestre 2,24
13587,Quantitative risk management,2009-2010,Master semestre 2,20
13588,Quantitative risk management,2010-2011,Master semestre 2,14
13589,Quantitative risk management,2011-2012,Master semestre 2,29
13590,Quantitative risk management,2012-2013,Master semestre 2,31
13591,Quantitative risk management,2013-2014,Master semestre 4,42
13592,Quantitative risk management,2014-2015,Master semestre 2,32
13593,Quantitative risk management,2015-2016,Master semestre 2,24
13594,Quantitative risk management,2016-2017,Master semestre 2,25
13595,Quantitative risk management,2018-2019,Master semestre 1,25
13596,Quantitative risk management,2019-2020,Master semestre 1,45
13597,Quantitative systems modeling techniques,2010-2011,Semestre printemps,2
13598,Quantitative systems modeling techniques,2011-2012,Master semestre 2,3
13599,Quantitative systems modeling techniques,2011-2012,Semestre printemps,1
13600,Quantitative systems modeling techniques,2012-2013,Master semestre 2,5
13601,Quantitative systems modeling techniques,2013-2014,Master semestre 4,6
13602,Quantitative systems modeling techniques,2013-2014,Semestre printemps,1
13603,Quantitative systems modeling techniques,2014-2015,Master semestre 2,7
13604,Quantitative systems modeling techniques,2014-2015,Semestre printemps,1
13605,Quantitative systems modeling techniques,2015-2016,Master semestre 2,6
13606,Quantitative systems modeling techniques,2016-2017,Master semestre 2,10
13607,Quantitative systems modeling techniques,2016-2017,Semestre printemps,1
13608,Quantitative systems modeling techniques,2017-2018,Master semestre 2,1
13609,Quantitative systems modeling techniques,2018-2019,Master semestre 2,8
13610,Quantitative systems modeling techniques,2018-2019,Semestre printemps,1
13611,Quantitative systems modeling techniques,2019-2020,Master semestre 2,6
13612,Quantitative systems modeling techniques,2019-2020,Semestre printemps,1
13613,Quantum Field Theory Methods in Gravity and Cosmology ,2014-2015,edoc,5
13614,Quantum Field Theory Methods in Gravity and Cosmology ,2016-2017,edoc,3
13615,Quantum Field Theory Methods in Gravity and Cosmology ,2019-2020,edoc,4
13616,Quantum Information Theory and Computation,2005-2006,edoc,4
13617,Quantum Information Theory and Computation,2007-2008,edoc,4
13618,Quantum Information Theory and Computation,2009-2010,edoc,2
13619,Quantum Information Theory and Computation,2011-2012,edoc,3
13620,Quantum Information Theory and Computation,2013-2014,edoc,3
13621,Quantum Information Theory and Computation,2015-2016,edoc,2
13622,Quantum Information Theory and Computation,2018-2019,edoc,5
13623,Quantum chemistry,2006-2007,Bachelor semestre 3,72
13624,Quantum chemistry,2007-2008,Bachelor semestre 4,79
13625,Quantum chemistry,2008-2009,Bachelor semestre 4,55
13626,Quantum chemistry,2009-2010,Bachelor semestre 4,73
13627,Quantum chemistry,2010-2011,Bachelor semestre 4,80
13628,Quantum chemistry,2011-2012,Bachelor semestre 4,65
13629,Quantum chemistry,2012-2013,Bachelor semestre 4,77
13630,Quantum chemistry,2013-2014,Bachelor semestre 4,104
13631,Quantum chemistry,2014-2015,Bachelor semestre 4,56
13632,Quantum chemistry,2015-2016,Bachelor semestre 4,47
13633,Quantum chemistry,2016-2017,Bachelor semestre 4,63
13634,Quantum chemistry,2017-2018,Bachelor semestre 4,53
13635,Quantum chemistry,2018-2019,Bachelor semestre 3,50
13636,Quantum chemistry,2019-2020,Bachelor semestre 3,31
13637,Quantum chemistry,2019-2020,Semestre automne,1
13638,Quantum electrodynamics and quantum optics,2014-2015,Master semestre 1,5
13639,Quantum electrodynamics and quantum optics,2015-2016,Master semestre 1,12
13640,Quantum electrodynamics and quantum optics,2016-2017,Master semestre 1,13
13641,Quantum electrodynamics and quantum optics,2017-2018,Master semestre 1,2
13642,Quantum electrodynamics and quantum optics,2018-2019,Master semestre 1,12
13643,Quantum electrodynamics and quantum optics,2019-2020,Master semestre 1,10
13644,Quantum field theory I,2017-2018,Master semestre 1,13
13645,Quantum field theory I,2018-2019,Master semestre 1,15
13646,Quantum field theory I,2019-2020,Master semestre 1,22
13647,Quantum field theory II,2017-2018,Master semestre 2,8
13648,Quantum field theory II,2018-2019,Master semestre 2,9
13649,Quantum field theory II,2019-2020,Master semestre 2,10
13650,Quantum optics and quantum information,2013-2014,Master semestre 2,6
13651,Quantum optics and quantum information,2014-2015,Master semestre 2,1
13652,Quantum optics and quantum information,2015-2016,Master semestre 2,7
13653,Quantum optics and quantum information,2015-2016,edoc,1
13654,Quantum optics and quantum information,2016-2017,Master semestre 2,10
13655,Quantum optics and quantum information,2017-2018,Master semestre 2,4
13656,Quantum optics and quantum information,2018-2019,Master semestre 2,11
13657,Quantum optics and quantum information,2018-2019,edoc,1
13658,Quantum optics and quantum information,2019-2020,Master semestre 2,13
13659,Quantum optics and quantum information,2019-2020,edoc,1
13660,Quantum physics III,2004-2005,Master semestre 1,18
13661,Quantum physics III,2005-2006,Master semestre 1,35
13662,Quantum physics III,2006-2007,Master semestre 1,16
13663,Quantum physics III,2007-2008,Master semestre 1,35
13664,Quantum physics III,2008-2009,Master semestre 1,35
13665,Quantum physics III,2009-2010,Master semestre 1,6
13666,Quantum physics III,2010-2011,Master semestre 1,9
13667,Quantum physics III,2011-2012,Master semestre 1,10
13668,Quantum physics III,2012-2013,Master semestre 1,9
13669,Quantum physics III,2013-2014,Master semestre 1,8
13670,Quantum physics III,2014-2015,Master semestre 1,4
13671,Quantum physics III,2015-2016,Master semestre 1,8
13672,Quantum physics III,2016-2017,Master semestre 1,12
13673,Quantum physics III,2017-2018,Master semestre 1,14
13674,Quantum physics III,2018-2019,Master semestre 1,20
13675,Quantum physics III,2019-2020,Master semestre 1,24
13676,Quantum physics IV,2004-2005,Master semestre 2,10
13677,Quantum physics IV,2005-2006,Master semestre 2,31
13678,Quantum physics IV,2006-2007,Master semestre 2,22
13679,Quantum physics IV,2007-2008,Master semestre 2,23
13680,Quantum physics IV,2008-2009,Master semestre 2,23
13681,Quantum physics IV,2009-2010,Master semestre 2,6
13682,Quantum physics IV,2010-2011,Master semestre 2,11
13683,Quantum physics IV,2012-2013,Master semestre 2,6
13684,Quantum physics IV,2013-2014,Master semestre 2,8
13685,Quantum physics IV,2014-2015,Master semestre 2,8
13686,Quantum physics IV,2015-2016,Master semestre 2,8
13687,Quantum physics IV,2016-2017,Master semestre 2,15
13688,Quantum physics IV,2017-2018,Master semestre 2,11
13689,Quantum physics IV,2018-2019,Master semestre 2,21
13690,Quantum physics IV,2019-2020,Master semestre 2,16
13691,Quantum simulations of materials: Properties and spectroscopies,2012-2013,Master semestre 2,12
13692,Quantum simulations of materials: Properties and spectroscopies,2013-2014,Master semestre 1,7
13693,Quantum simulations of materials: Properties and spectroscopies,2014-2015,Master semestre 1,11
13694,Quantum theory of solids,2009-2010,edoc,9
13695,Radiation and reactor experiments,2017-2018,Master semestre 1,9
13696,Radiation and reactor experiments,2018-2019,Master semestre 1,7
13697,Radiation and reactor experiments,2019-2020,Master semestre 1,11
13698,"Radiation biology, protection and applications",2017-2018,Master semestre 1,12
13699,"Radiation biology, protection and applications",2018-2019,Master semestre 1,10
13700,"Radiation biology, protection and applications",2019-2020,Master semestre 1,12
13701,Radiation detection,2017-2018,Master semestre 1,5
