,course_name,year,semester,section,nr_students
9499,Optical communications,2016-2017,Master semestre 1,Génie électrique et électronique,2
9500,Optical communications,2016-2017,Master semestre 1,Microtechnique,3
9501,Optical communications,2017-2018,Master semestre 1,Microtechnique,5
9502,Optical communications,2018-2019,Master semestre 1,Génie électrique et électronique,2
9503,Optical communications,2018-2019,Master semestre 1,Microtechnique,6
9504,Optical communications,2019-2020,Master semestre 1,Génie électrique et électronique,4
9505,Optical communications,2019-2020,Master semestre 1,Microtechnique,5
9506,Optical detectors,2014-2015,Master semestre 1,Microtechnique,24
9507,Optical detectors,2015-2016,Master semestre 1,Génie électrique et électronique,1
9508,Optical detectors,2015-2016,Master semestre 1,Microtechnique,15
9509,Optical detectors,2015-2016,Master semestre 3,Micro- and Nanotechnologies for Integrated Systems,42
9510,Optical detectors,2016-2017,Master semestre 1,Génie électrique et électronique,3
9511,Optical detectors,2016-2017,Master semestre 1,Microtechnique,12
9512,Optical detectors,2016-2017,Master semestre 3,Micro- and Nanotechnologies for Integrated Systems,37
9513,Optical detectors,2017-2018,Master semestre 1,Génie électrique et électronique,3
9514,Optical detectors,2017-2018,Master semestre 1,Microtechnique,33
9515,Optical detectors,2017-2018,Master semestre 3,Micro- and Nanotechnologies for Integrated Systems,44
9516,Optical detectors,2018-2019,Master semestre 1,Génie électrique et électronique,4
9517,Optical detectors,2018-2019,Master semestre 1,Microtechnique,18
9518,Optical detectors,2018-2019,Master semestre 3,Micro- and Nanotechnologies for Integrated Systems,46
9519,Optical detectors,2019-2020,Master semestre 1,Génie électrique et électronique,2
9520,Optical detectors,2019-2020,Master semestre 1,Microtechnique,15
9521,Optical detectors,2019-2020,Master semestre 3,Micro- and Nanotechnologies for Integrated Systems,2
9522,Optical methods in chemistry,2019-2020,Master semestre 1,Chimie moléculaire et biologique,4
9523,Optical signal processing,2005-2006,Master semestre 2,Génie électrique et électronique,19
9524,Optical signal processing,2006-2007,Master semestre 2,Génie électrique et électronique,13
9525,Optical signal processing,2007-2008,Master semestre 2,Génie électrique et électronique,25
9526,Optical signal processing,2008-2009,Master semestre 2,Génie électrique et électronique,17
9527,Optical signal processing,2009-2010,Master semestre 2,Génie électrique et électronique,29
9528,Optical signal processing,2010-2011,Master semestre 2,Génie électrique et électronique,19
9529,Optical signal processing,2011-2012,Master semestre 2,Génie électrique et électronique,22
9530,Optical waves propagation,2011-2012,Master semestre 1,Génie électrique et électronique,8
9531,Optical waves propagation,2013-2014,Master semestre 1,Génie électrique et électronique,2
9532,Optical waves propagation,2013-2014,Master semestre 1,Microtechnique,9
9533,Optical waves propagation,2014-2015,Master semestre 1,Génie électrique et électronique,1
9534,Optical waves propagation,2014-2015,Master semestre 1,Microtechnique,4
9535,Optical waves propagation,2017-2018,Master semestre 1,Microtechnique,11
9536,Optical waves propagation,2017-2018,edoc,Photonique,1
9537,Optical waves propagation,2018-2019,Master semestre 1,Microtechnique,8
9538,Optical waves propagation,2018-2019,edoc,Photonique,3
9539,Optics III,2005-2006,Master semestre 1,Physique,7
9540,Optics III,2007-2008,Master semestre 1,Physique,17
9541,Optics III,2009-2010,Master semestre 1,Ingénierie physique,2
9542,Optics III,2011-2012,Master semestre 1,Ingénierie physique,1
9543,Optics III,2013-2014,Master semestre 1,Ingénierie physique,1
9544,Optics III,2013-2014,Master semestre 1,Physique - master,2
9545,Optics III,2016-2017,Master semestre 1,Génie électrique et électronique,1
9546,Optics III,2016-2017,Master semestre 1,Ingénierie physique,1
9547,Optics laboratories,2014-2015,Master semestre 2,Microtechnique,12
9548,Optics laboratories,2015-2016,Master semestre 2,Microtechnique,3
9549,Optics laboratories I,2016-2017,Master semestre 2,Microtechnique,6
9550,Optics laboratories I,2017-2018,Master semestre 2,Microtechnique,18
9551,Optics laboratories I,2018-2019,Master semestre 2,Génie électrique et électronique,1
9552,Optics laboratories I,2018-2019,Master semestre 2,Microtechnique,4
9553,Optics laboratories I,2019-2020,Master semestre 2,Génie électrique et électronique,1
9554,Optics laboratories I,2019-2020,Master semestre 2,Microtechnique,10
9555,Optics laboratories II,2018-2019,Master semestre 1,Microtechnique,5
9556,Optics laboratories II,2019-2020,Master semestre 1,Microtechnique,4
9557,Optimal decision analysis,2010-2011,Master semestre 2,"Management, technologie et entrepreneuriat",6
9558,Optimal decision analysis,2010-2011,Semestre printemps,Mineurs,2
9559,Optimal decision analysis,2011-2012,Master semestre 2,"Management, technologie et entrepreneuriat",17
9560,Optimal decision analysis,2012-2013,Master semestre 2,"Management, technologie et entrepreneuriat",24
9561,Optimal decision analysis,2012-2013,Semestre printemps,"Mineur en Management, technologie et entrepreneuriat",1
9562,Optimal decision analysis,2013-2014,Master semestre 2,Génie électrique et électronique,28
9563,Optimal decision analysis,2013-2014,Master semestre 4,"Management, technologie et entrepreneuriat",6
9564,Optimal decision analysis,2013-2014,Semestre printemps,"Mineur en Management, technologie et entrepreneuriat",2
9565,Optimal decision analysis,2014-2015,Master semestre 2,Génie électrique et électronique,29
9566,Optimal decision analysis,2014-2015,Master semestre 2,"Management, technologie et entrepreneuriat",2
9567,Optimal decision making,2015-2016,Master semestre 2,Génie électrique et électronique,15
9568,Optimal decision making,2015-2016,Master semestre 2,"Management, technologie et entrepreneuriat",10
9569,Optimal decision making,2016-2017,Master semestre 2,Génie électrique et électronique,13
9570,Optimal decision making,2016-2017,Master semestre 2,"Management, technologie et entrepreneuriat",7
9571,Optimal decision making,2016-2017,Semestre printemps,"Mineur en Management, technologie et entrepreneuriat",1
9572,Optimal decision making,2017-2018,Master semestre 1,Génie électrique et électronique,21
9573,Optimal decision making,2017-2018,Master semestre 1,"Management, technologie et entrepreneuriat",11
9574,Optimal decision making,2018-2019,Master semestre 2,Génie électrique et électronique,17
9575,Optimal decision making,2018-2019,Master semestre 2,"Management, technologie et entrepreneuriat",10
9576,Optimal decision making,2018-2019,Master semestre 2,Robotique,4
9577,Optimal decision making,2019-2020,Master semestre 2,Génie électrique et électronique,10
9578,Optimal decision making,2019-2020,Master semestre 2,"Management, technologie et entrepreneuriat",9
9579,Optimal decision making,2019-2020,Master semestre 2,Robotique,2
9580,Optimal decision making,2019-2020,Semestre printemps,"Mineur en Management, technologie et entrepreneuriat",1
9581,Optimisation I,2004-2005,Bachelor semestre 5,Systèmes de communication,16
9582,Optimisation I,2004-2005,Master semestre 1,Informatique,1
9583,Optimisation I,2004-2005,Master semestre 1,Mathématiques,27
9584,Optimisation II,2004-2005,Bachelor semestre 6,Informatique,5
9585,Optimisation II,2004-2005,Bachelor semestre 6,Systèmes de communication,12
9586,Optimisation II,2004-2005,Master semestre 2,Informatique,1
9587,Optimisation II,2004-2005,Master semestre 2,Mathématiques,29
9588,Optimisation des réseaux,2005-2006,Master semestre 2,Génie électrique et électronique,23
9589,Optimisation des réseaux,2006-2007,Master semestre 2,Génie électrique et électronique,16
9590,Optimisation des réseaux,2007-2008,Master semestre 2,Génie électrique et électronique,25
9591,Optimisation expérimentale des matériaux,2004-2005,Master semestre 2,Science et génie des matériaux,4
9592,Optimisation expérimentale des matériaux,2005-2006,Master semestre 2,Science et génie des matériaux,10
9593,Optimisation expérimentale des matériaux,2006-2007,Master semestre 2,Science et génie des matériaux,14
9594,Optimisation expérimentale des matériaux,2007-2008,Master semestre 2,Science et génie des matériaux,7
9595,Optimisation expérimentale des matériaux,2008-2009,Master semestre 2,Science et génie des matériaux,10
9596,Optimisation expérimentale des matériaux,2009-2010,Master semestre 2,Science et génie des matériaux,7
9597,Optimisation expérimentale des matériaux,2010-2011,Master semestre 2,Science et génie des matériaux,17
9598,Optimisation expérimentale des matériaux,2011-2012,Master semestre 2,Science et génie des matériaux,10
9599,Optimisation expérimentale des matériaux,2012-2013,Master semestre 2,Science et génie des matériaux,12
9600,Optimization for machine learning,2017-2018,Master semestre 2,Data Science,11
9601,Optimization for machine learning,2017-2018,Master semestre 2,Informatique,35
9602,Optimization for machine learning,2017-2018,Master semestre 2,Systèmes de communication - master,6
9603,Optimization for machine learning,2017-2018,Master semestre 4,Science et ingénierie computationnelles,10
9604,Optimization for machine learning,2018-2019,Master semestre 2,Data Science,15
9605,Optimization for machine learning,2018-2019,Master semestre 2,Informatique,23
9606,Optimization for machine learning,2018-2019,Master semestre 2,Science et ingénierie computationnelles,4
9607,Optimization for machine learning,2018-2019,Master semestre 2,Systèmes de communication - master,4
9608,Optimization for machine learning,2018-2019,edoc,Génie électrique,4
9609,Optimization for machine learning,2019-2020,Master semestre 2,Data Science,39
9610,Optimization for machine learning,2019-2020,Master semestre 2,Informatique,28
9611,Optimization for machine learning,2019-2020,Master semestre 2,Science et ingénierie computationnelles,7
9612,Optimization for machine learning,2019-2020,Master semestre 2,Systèmes de communication - master,2
9613,Optimization for machine learning,2019-2020,Master semestre 4,Informatique - Cybersecurity,1
9614,Optimization for machine learning,2019-2020,Semestre printemps,Mineur en Data science,3
9615,Optimization for machine learning,2019-2020,edoc,Génie électrique,4
9616,Optimization methods,2017-2018,Master semestre 1,Ingénierie financière,26
9617,Optimization methods,2018-2019,Master semestre 1,Ingénierie financière,38
9618,Optimization methods,2019-2020,Master semestre 1,Ingénierie financière,21
9619,Optimization methods in finance,2010-2011,Bachelor semestre 5,Mathématiques,5
9620,Optimization methods in finance,2010-2011,Master semestre 1,Ingénierie financière,5
9621,Optimization methods in finance,2010-2011,Master semestre 1,Science et ingénierie computationnelles,1
9622,Option studio Urban planning,2010-2011,Master semestre 1,Architecture,3
9623,Option studio Urban planning,2010-2011,Semestre automne,Mineurs,1
9624,Option studio Urban planning,2011-2012,Master semestre 1,Architecture,1
9625,Options and investments analysis,2008-2009,Master semestre 2,Ingénierie financière,6
9626,Optique II,2015-2016,Master semestre 1,Ingénierie physique,1
9627,Optique III,2004-2005,Master semestre 2,Physique,10
9628,Optique III,2006-2007,Master semestre 1,Physique,10
9629,Optique III,2008-2009,Master semestre 1,Physique,12
9630,Optique III,2010-2011,Master semestre 1,Physique - master,3
9631,Optique III,2012-2013,Master semestre 1,Ingénierie physique,2
9632,Optique III,2012-2013,Master semestre 1,Physique - master,1
9633,Optique III,2015-2016,Master semestre 2,Ingénierie physique,3
9634,Optique III,2017-2018,Master semestre 1,Physique - master,2
9635,Optique III,2018-2019,Master semestre 1,Ingénierie physique,1
9636,Optique III,2018-2019,Master semestre 1,Physique - master,2
9637,Optique III,2019-2020,Master semestre 1,Physique - master,3
9638,Optique TP,2004-2005,Master semestre 2,Microtechnique,11
9639,Optique TP,2005-2006,Master semestre 2,Microtechnique,6
9640,Optique TP,2006-2007,Master semestre 2,Microtechnique,5
9641,Optique TP,2007-2008,Master semestre 2,Microtechnique,5
9642,Optique TP,2009-2010,Master semestre 2,Microtechnique,5
9643,Optique TP,2010-2011,Master semestre 2,Microtechnique,8
9644,Optique TP,2011-2012,Master semestre 2,Microtechnique,5
9645,Optique TP,2012-2013,Master semestre 2,Microtechnique,11
9646,Optique TP,2013-2014,Master semestre 2,Microtechnique,8
9647,Optique et information quantique,2012-2013,Master semestre 2,Physique - master,1
9648,Optique intégrée,2004-2005,Master semestre 2,Microtechnique,6
9649,Optique intégrée,2005-2006,Master semestre 2,Microtechnique,9
9650,Optique intégrée,2006-2007,Master semestre 2,Microtechnique,8
9651,Optique intégrée,2007-2008,Master semestre 2,Microtechnique,4
9652,Optique intégrée,2009-2010,Master semestre 2,Microtechnique,2
9653,Optique intégrée,2010-2011,Master semestre 2,Microtechnique,7
